s,p,o
rc:Agent_Generic,rdfs:subClassOf,http://purl.org/dc/terms/Agent
rc:Capability,rdfs:subClassOf,http://purl.org/openorg/Capability
rc:ComputerImageFile,owl:equivalentClass,http://xmlns.com/foaf/0.1/Image
rc:Facility_Construct,rdfs:subClassOf,http://purl.org/openorg/Facility
rc:Organization,owl:equivalentClass,http://xmlns.com/foaf/0.1/Organization
rc:Person,owl:equivalentClass,http://xmlns.com/foaf/0.1/Person
rc:PhysicalDevice,rdfs:subClassOf,http://purl.org/openorg/Equipment
rc:ServiceEvent,rdfs:subClassOf,http://purl.org/openorg/Service
rc:VisualArtifact,rdfs:subClassOf,http://xmlns.com/foaf/0.1/Image
