s,p,o
rc:GeographicalPlace_POI,owl:equivalentClass,http://www.w3.org/2003/01/geo/wgs84_pos#Point
rc:SpatialThing,owl:equivalentClass,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing
