s,p,o
rc:Fare,rdfs:subClassOf,http://vocab.org/transit/terms/Fare
rc:Organization,owl:equivalentClass,http://xmlns.com/foaf/0.1/Organization
rc:Person,owl:equivalentClass,http://xmlns.com/foaf/0.1/Person
rc:Terminal_TransferPoint,rdfs:subClassOf,http://purl.org/dc/dcmitype/Transfer
rc:Terminal_TransferPoint,rdfs:subClassOf,http://vocab.org/transit/terms/Station
rc:TextString,owl:equivalentClass,http://purl.org/dc/dcmitype/Text
rc:TimetableInformation,owl:equivalentClass,http://vocab.org/transit/terms/Schedule
rc:TravelRoute,rdfs:subClassOf,http://vocab.org/transit/terms/Route
