s,p,o
rc:Agent_Generic,owl:equivalentClass,http://xmlns.com/foaf/0.1/Agent
rc:Business,rdfs:subClassOf,http://purl.org/goodrelations/v1#BusinessEntity
rc:JobDescription,rdfs:subClassOf,http://www.w3.org/ns/org#Role
rc:Organization,owl:equivalentClass,http://www.w3.org/ns/org#Organization
rc:Person,owl:equivalentClass,http://xmlns.com/foaf/0.1/Person
rc:WorkAgreement,rdfs:subClassOf,http://www.w3.org/ns/org#Post
rc:Workplace,rdfs:subClassOf,http://www.w3.org/ns/org#Site
