s,p,o
rc:50EuroNote,owl:equivalentClass,http://dbpedia.org/resource/50_euro_note
rc:5EuroNote,owl:equivalentClass,http://dbpedia.org/resource/5_euro_note
rc:6_Hydroxydopamine,owl:equivalentClass,http://dbpedia.org/resource/Oxidopamine
rc:AAAI,owl:equivalentClass,http://dbpedia.org/resource/Association_for_the_Advancement_of_Artificial_Intelligence
rc:AASM,owl:equivalentClass,http://dbpedia.org/resource/AASM
rc:ABSResin,owl:equivalentClass,http://dbpedia.org/resource/Acrylonitrile_butadiene_styrene
rc:AB_205_Helicopter,owl:equivalentClass,http://dbpedia.org/resource/Bell_204/205
rc:ACAcecaCar,owl:equivalentClass,http://dbpedia.org/resource/AC_Aceca
rc:ACEInhibitor,owl:equivalentClass,http://dbpedia.org/resource/ACE_inhibitor
rc:ACFRiverBasin,owl:equivalentClass,http://dbpedia.org/resource/ACF_River_Basin
rc:ACappella,owl:equivalentClass,http://dbpedia.org/resource/A_cappella
rc:ADHDBiology,owl:equivalentClass,http://dbpedia.org/resource/Category:Biology_of_attention_deficit_hyperactivity_disorder
rc:AEASilverDart,owl:equivalentClass,http://dbpedia.org/resource/AEA_Silver_Dart
rc:AEWAircraft,owl:equivalentClass,http://dbpedia.org/resource/Category:AEW_aircraft
rc:AFC_West_Football,owl:equivalentClass,http://dbpedia.org/resource/AFC_West
rc:AGS_17,owl:equivalentClass,http://dbpedia.org/resource/AGS-17
rc:AIDS,owl:equivalentClass,http://dbpedia.org/resource/AIDS
rc:AIDSDementiaComplex,owl:equivalentClass,http://dbpedia.org/resource/HIV-associated_neurocognitive_disorder
rc:AIMk_IvRadar,owl:equivalentClass,http://dbpedia.org/resource/AI_Mk._IV_radar
rc:AK_74,owl:equivalentClass,http://dbpedia.org/resource/AK-74
rc:AMAMotocrossChampionship,owl:equivalentClass,http://dbpedia.org/resource/AMA_Motocross_Championship
rc:AMCConcordCar,owl:equivalentClass,http://dbpedia.org/resource/AMC_Concord
rc:AMCGremlin,owl:equivalentClass,http://dbpedia.org/resource/AMC_Gremlin
rc:AMX_30,owl:equivalentClass,http://dbpedia.org/resource/AMX-30
rc:ANFO,owl:equivalentClass,http://dbpedia.org/resource/ANFO
rc:ANTPQ_37Firefinder,owl:equivalentClass,http://dbpedia.org/resource/AN/TPQ-37_Firefinder_radar
rc:ANZUS,owl:equivalentClass,http://dbpedia.org/resource/ANZUS
rc:APECSummit,owl:equivalentClass,http://dbpedia.org/resource/Category:APEC_summits
rc:APriori,owl:equivalentClass,http://dbpedia.org/resource/A_priori_and_a_posteriori
rc:ARMArchitecture,owl:equivalentClass,http://dbpedia.org/resource/ARM_architecture
rc:AR_15,owl:equivalentClass,http://dbpedia.org/resource/AR-15_style_rifle
rc:ASCII,owl:equivalentClass,http://dbpedia.org/resource/American_Standard_Code_for_Information_Interchange
rc:ASCII_Art,owl:equivalentClass,http://dbpedia.org/resource/ASCII_art
rc:ASEAN,owl:equivalentClass,http://dbpedia.org/resource/Association_of_Southeast_Asian_Nations
rc:ASN1SyntaxSpecification,owl:equivalentClass,http://dbpedia.org/resource/ASN.1
rc:ASPAccountingSystem,owl:equivalentClass,http://dbpedia.org/resource/Category:ASP_Accounting_Systems
rc:ATFAgent,owl:equivalentClass,http://dbpedia.org/resource/Category:ATF_agents
rc:ATR42,owl:equivalentClass,http://dbpedia.org/resource/ATR_42
rc:ATR72,owl:equivalentClass,http://dbpedia.org/resource/ATR_72
rc:ATSC,owl:equivalentClass,http://dbpedia.org/resource/ATSC_standards
rc:AWACSAircraft,owl:equivalentClass,http://dbpedia.org/resource/Category:AWACS_aircraft
rc:AZT,owl:equivalentClass,http://dbpedia.org/resource/Zidovudine
rc:A_10Thunderbolt,owl:equivalentClass,http://dbpedia.org/resource/Fairchild_Republic_A-10_Thunderbolt_II
rc:AaptosKanuux,owl:equivalentClass,http://dbpedia.org/resource/Aaptos_kanuux
rc:Aardwolf,owl:equivalentClass,http://dbpedia.org/resource/Aardwolf
rc:Aargau,owl:equivalentClass,http://dbpedia.org/resource/Canton_of_Aargau
rc:Aaron,owl:equivalentClass,http://dbpedia.org/resource/Aaron
rc:AaronCopland_Composer,owl:equivalentClass,http://dbpedia.org/resource/Aaron_Copland
rc:AbaCloth,owl:equivalentClass,http://dbpedia.org/resource/Hodden
rc:Aba_Garment,owl:equivalentClass,http://dbpedia.org/resource/Abaya
rc:Abacavir,owl:equivalentClass,http://dbpedia.org/resource/Abacavir
rc:AbadanRefinery,owl:equivalentClass,http://dbpedia.org/resource/Abadan_Refinery
rc:AbandonedVillage,owl:equivalentClass,http://dbpedia.org/resource/Abandoned_village
rc:AbandonwareProgram,owl:equivalentClass,http://dbpedia.org/resource/Abandonware
rc:AbaremaOxyphyllidia,owl:equivalentClass,http://dbpedia.org/resource/Abarema_oxyphyllidia
rc:Abatis,owl:equivalentClass,http://dbpedia.org/resource/Abatis
rc:AbbasidCaliphate,owl:equivalentClass,http://dbpedia.org/resource/Abbasid_Caliphate
rc:Abbey,owl:equivalentClass,http://dbpedia.org/resource/Abbey
rc:AbbotsOfIona,owl:equivalentClass,http://dbpedia.org/resource/Category:Abbots_of_Iona
rc:Abbreviation,owl:equivalentClass,http://dbpedia.org/resource/Abbreviation
rc:Abdication,owl:equivalentClass,http://dbpedia.org/resource/Abdication
rc:Abdomen,owl:equivalentClass,http://dbpedia.org/resource/Abdomen
rc:AbdominalAorta,owl:equivalentClass,http://dbpedia.org/resource/Abdominal_aorta
rc:AbdominalCavity,owl:equivalentClass,http://dbpedia.org/resource/Abdominal_cavity
rc:AbdominalPain,owl:equivalentClass,http://dbpedia.org/resource/Abdominal_pain
rc:Abdopus,owl:equivalentClass,http://dbpedia.org/resource/Abdopus
rc:AbducensNerve,owl:equivalentClass,http://dbpedia.org/resource/Abducens_nerve
rc:AbductiveInferenceProcess,owl:equivalentClass,http://dbpedia.org/resource/Abductive_reasoning
rc:AbductorDigitiMinimi,owl:equivalentClass,http://dbpedia.org/resource/Abductor_digiti_minimi_muscle_(foot)
rc:AbductorPollicisBrevis,owl:equivalentClass,http://dbpedia.org/resource/Abductor_pollicis_brevis_muscle
rc:AbductorPollicisLongus,owl:equivalentClass,http://dbpedia.org/resource/Abductor_pollicis_longus_muscle
rc:AbelianGroupTheory,owl:equivalentClass,http://dbpedia.org/resource/Category:Abelian_group_theory
rc:AbelsonMurineLeukemiaVirus,owl:equivalentClass,http://dbpedia.org/resource/Abelson_murine_leukemia_virus
rc:AberdeenProvingGround,owl:equivalentClass,http://dbpedia.org/resource/Aberdeen_Proving_Ground
rc:Abhorrence,owl:equivalentClass,http://dbpedia.org/resource/Abhorrence
rc:AbigailVanBuren,owl:equivalentClass,http://dbpedia.org/resource/Pauline_Phillips
rc:Abiu,owl:equivalentClass,http://dbpedia.org/resource/Pouteria_caimito
rc:AbkhazLanguage,owl:equivalentClass,http://dbpedia.org/resource/Abkhaz_language
rc:Abkhazia,owl:equivalentClass,http://dbpedia.org/resource/Abkhazia
rc:AbkhazianPeople,owl:equivalentClass,http://dbpedia.org/resource/Category:Abkhazian_people
rc:Ablation,owl:equivalentClass,http://dbpedia.org/resource/Ablation
rc:AbleBodiedSeaman,owl:equivalentClass,http://dbpedia.org/resource/Able_Seaman_(occupation)
rc:AbnormalBehaviourInAnimals,owl:equivalentClass,http://dbpedia.org/resource/Category:Abnormal_behaviour_in_animals
rc:AbnormalRespiration,owl:equivalentClass,http://dbpedia.org/resource/Category:Abnormal_respiration
rc:AbnormalSystemCondition,owl:equivalentClass,http://dbpedia.org/resource/Abnormalities
rc:AboBat,owl:equivalentClass,http://dbpedia.org/resource/Abo_Bat
rc:Abolitionism,owl:equivalentClass,http://dbpedia.org/resource/Abolitionism
rc:AbolitionismByCountry,owl:equivalentClass,http://dbpedia.org/resource/Category:Abolitionism_by_country
rc:Abolitionist,owl:equivalentClass,http://dbpedia.org/resource/Category:Abolitionists
rc:AbolitionistMovement,owl:equivalentClass,http://dbpedia.org/resource/Category:Abolitionist_movements
rc:AbominableSnowman,owl:equivalentClass,http://dbpedia.org/resource/Yeti
rc:AboriginalTitle,owl:equivalentClass,http://dbpedia.org/resource/Aboriginal_title
rc:AboriginesInTasmania,owl:equivalentClass,http://dbpedia.org/resource/Category:Aborigines_in_Tasmania
rc:Abortifacient,owl:equivalentClass,http://dbpedia.org/resource/Abortifacient
rc:AbortionDebate,owl:equivalentClass,http://dbpedia.org/resource/Abortion_debate
rc:AbortionProvider,owl:equivalentClass,http://dbpedia.org/resource/Category:Abortion_providers
rc:Abortion_BreastCancerHypothesis,owl:equivalentClass,http://dbpedia.org/resource/Abortion–breast_cancer_hypothesis
rc:Abortion_Intentional,owl:equivalentClass,http://dbpedia.org/resource/Abortion
rc:AbqaiqOilField,owl:equivalentClass,http://dbpedia.org/resource/Abqaiq_oil_field
rc:Abra_ProvincePhilippines,owl:equivalentClass,http://dbpedia.org/resource/Abra_(province)
rc:AbrahamLincoln,owl:equivalentClass,http://dbpedia.org/resource/Abraham_Lincoln
rc:Abraham_Patriarch,owl:equivalentClass,http://dbpedia.org/resource/Abraham
rc:Abralia,owl:equivalentClass,http://dbpedia.org/resource/Abralia
rc:Abrasive,owl:equivalentClass,http://dbpedia.org/resource/Abrasive
rc:AbrasiveBlasting,owl:equivalentClass,http://dbpedia.org/resource/Abrasive_blasting
rc:AbrasiveWheel,owl:equivalentClass,http://dbpedia.org/resource/Grinding_wheel
rc:AbrinToxin,owl:equivalentClass,http://dbpedia.org/resource/Abrin
rc:AbscisicAcid,owl:equivalentClass,http://dbpedia.org/resource/Abscisic_acid
rc:Absinthe,owl:equivalentClass,http://dbpedia.org/resource/Absinthe
rc:AbsolutVodka,owl:equivalentClass,http://dbpedia.org/resource/Absolut_Vodka
rc:AbsoluteMonarchy,owl:equivalentClass,http://dbpedia.org/resource/Absolute_monarchy
rc:AbsoluteZero,owl:equivalentClass,http://dbpedia.org/resource/Absolute_zero
rc:Absorbency,owl:equivalentClass,http://dbpedia.org/resource/Absorption_(chemistry)
rc:AbsorptionEvent,owl:equivalentClass,http://dbpedia.org/resource/Absorption_(electromagnetic_radiation)
rc:Abstinence,owl:equivalentClass,http://dbpedia.org/resource/Abstinence
rc:Abstract,owl:equivalentClass,http://dbpedia.org/resource/Abstract_(summary)
rc:AbstractAlgebra,owl:equivalentClass,http://dbpedia.org/resource/Abstract_algebra
rc:AbstractInformationStructure,owl:equivalentClass,http://dbpedia.org/resource/Abstract_data_type
rc:AbstractManagementSoftware,owl:equivalentClass,http://dbpedia.org/resource/Category:Abstract_management_software
rc:AbstractObjectTheory,owl:equivalentClass,http://dbpedia.org/resource/Abstract_object_theory
rc:AbstractProgrammingLanguage,rdfs:subClassOf,http://dbpedia.org/resource/Programming_language
rc:AbstractStructure,owl:equivalentClass,http://dbpedia.org/resource/Abstract_structure
rc:AbuDhabi,owl:equivalentClass,http://dbpedia.org/resource/Abu_Dhabi
rc:Abuse,owl:equivalentClass,http://dbpedia.org/resource/Abuse
rc:AbutilonEremitopetalum,owl:equivalentClass,http://dbpedia.org/resource/Abutilon_eremitopetalum
rc:AbutilonSandwicense,owl:equivalentClass,http://dbpedia.org/resource/Abutilon_sandwicense
rc:AbyssalPlain,owl:equivalentClass,http://dbpedia.org/resource/Abyssal_plain
rc:AbyssinianWoodpecker,owl:equivalentClass,http://dbpedia.org/resource/Abyssinian_Woodpecker
rc:Abyssinian_Cat,owl:equivalentClass,http://dbpedia.org/resource/Abyssinian_(cat)
rc:Acacia,owl:equivalentClass,http://dbpedia.org/resource/Acacia
rc:Academia,kko:isRelatedTo,http://dbpedia.org/resource/Academy
rc:AcademicBookReport,rdfs:subClassOf,http://dbpedia.org/resource/Book_report
rc:AcademicDepartment,owl:equivalentClass,http://dbpedia.org/resource/Academic_department
rc:AcademicDressByInstitution,owl:equivalentClass,http://dbpedia.org/resource/Category:Academic_dress_by_institution
rc:AcademicEssay,rdfs:subClassOf,http://dbpedia.org/resource/Essay
rc:AcademicGenealogies,owl:equivalentClass,http://dbpedia.org/resource/Category:Academic_genealogies
rc:AcademicGown,owl:equivalentClass,http://dbpedia.org/resource/Academic_dress
rc:AcademicInstitution,owl:equivalentClass,http://dbpedia.org/resource/Academic_institution
rc:AcademicJournal,owl:equivalentClass,http://dbpedia.org/resource/Category:Academic_journals
rc:AcademicOrganization,kko:superClassOf,http://dbpedia.org/resource/Academic_institution
rc:AcademicProfessional,owl:equivalentClass,http://dbpedia.org/resource/Faculty_(academic_staff)
rc:AcademicQuarter,owl:equivalentClass,http://dbpedia.org/resource/Academic_Quarter
rc:AcademicSemester,owl:equivalentClass,http://dbpedia.org/resource/Semester
rc:AcademicStudiesOfRitualAndMagic,owl:equivalentClass,http://dbpedia.org/resource/Category:Academic_studies_of_ritual_and_magic
rc:AcademicStudiesOfShamanism,owl:equivalentClass,http://dbpedia.org/resource/Category:Academic_studies_of_shamanism
rc:AcademicStyleGuide,owl:equivalentClass,http://dbpedia.org/resource/Category:Academic_style_guides
rc:AcademicTerm,owl:equivalentClass,http://dbpedia.org/resource/Academic_term
rc:AcademicTesting,rdfs:subClassOf,http://dbpedia.org/resource/Test_(assessment)
rc:AcademicTrimester,owl:equivalentClass,http://dbpedia.org/resource/Trimester
rc:AcademicYear,owl:equivalentClass,http://dbpedia.org/resource/Academic_year
rc:AcademicsAndWritersOnBullying,owl:equivalentClass,http://dbpedia.org/resource/Category:Academics_and_writers_on_bullying
rc:AcademicsAndWritersOnNarcissism,owl:equivalentClass,http://dbpedia.org/resource/Category:Academics_and_writers_on_narcissism
rc:Academy,owl:equivalentClass,http://dbpedia.org/resource/Academy
rc:AcademyAward,owl:equivalentClass,http://dbpedia.org/resource/Academy_Award
rc:AcademyAwardCategory,rdfs:subClassOf,http://dbpedia.org/resource/Academy_Awards
rc:AcademyAwardForBestActor_Movie,owl:equivalentClass,http://dbpedia.org/resource/Academy_Award_for_Best_Actor
rc:AcademyAwardForBestActress_Movie,owl:equivalentClass,http://dbpedia.org/resource/Academy_Award_for_Best_Actress
rc:AcademyAwardForBestSupportingActor_Movie,owl:equivalentClass,http://dbpedia.org/resource/Academy_Award_for_Best_Supporting_Actor
rc:AcademyAwardWinner,owl:equivalentClass,http://dbpedia.org/resource/Category:Academy_Award_winners
rc:AcademyAwardsLists,owl:equivalentClass,http://dbpedia.org/resource/Category:Academy_Awards_lists
rc:AcademyMuseumOfMotionPictures,owl:equivalentClass,http://dbpedia.org/resource/Academy_Museum_of_Motion_Pictures
rc:AcademyOfMotionPictureArtsAndSciences,owl:equivalentClass,http://dbpedia.org/resource/Academy_of_Motion_Picture_Arts_and_Sciences
rc:AcadiaNationalPark,owl:equivalentClass,http://dbpedia.org/resource/Acadia_National_Park
rc:Acalyptratae,owl:equivalentClass,http://dbpedia.org/resource/Acalyptratae
rc:Acanthite,owl:equivalentClass,http://dbpedia.org/resource/Acanthite
rc:AcanthobrahmaeaEuropaea,owl:equivalentClass,http://dbpedia.org/resource/Brahmaea_europaea
rc:Acanthocalycium,owl:equivalentClass,http://dbpedia.org/resource/Acanthocalycium
rc:Acanthocercus,owl:equivalentClass,http://dbpedia.org/resource/Acanthocercus
rc:Acanthocereus,owl:equivalentClass,http://dbpedia.org/resource/Acanthocereus
rc:AcanthocheilonemaViteae,owl:equivalentClass,http://dbpedia.org/resource/Acanthocheilonema_viteae
rc:Acanthodactylus,owl:equivalentClass,http://dbpedia.org/resource/Acanthodactylus
rc:Acanthomintha,owl:equivalentClass,http://dbpedia.org/resource/Acanthomintha
rc:AcanthominthaDuttonii,owl:equivalentClass,http://dbpedia.org/resource/Acanthomintha_duttonii
rc:Acanthopelminae,owl:equivalentClass,http://dbpedia.org/resource/Acanthopelma
rc:Acanthophoenix,owl:equivalentClass,http://dbpedia.org/resource/Acanthophoenix
rc:Acanthopteroctetidae,owl:equivalentClass,http://dbpedia.org/resource/Acanthopteroctetidae
rc:Acanthostachys,owl:equivalentClass,http://dbpedia.org/resource/Acanthostachys
rc:Acarina,owl:equivalentClass,http://dbpedia.org/resource/Acari
rc:Acartophthalmidae,owl:equivalentClass,http://dbpedia.org/resource/Acartophthalmidae
rc:Accelerating,owl:equivalentClass,http://dbpedia.org/resource/Accelerating_change
rc:Acceleration,owl:equivalentClass,http://dbpedia.org/resource/Acceleration
rc:AccelerationClause,owl:equivalentClass,http://dbpedia.org/resource/Acceleration_clause
rc:AcceleratorMassSpectrometry,owl:equivalentClass,http://dbpedia.org/resource/Accelerator_mass_spectrometry
rc:Accelerometer,owl:equivalentClass,http://dbpedia.org/resource/Category:Accelerometers
rc:Accepted,owl:equivalentClass,http://dbpedia.org/resource/Accepted
rc:Accessibility,owl:equivalentClass,http://dbpedia.org/resource/Accessibility
rc:AccessibleInformation,owl:equivalentClass,http://dbpedia.org/resource/Category:Accessible_information
rc:AccessoryFruit,owl:equivalentClass,http://dbpedia.org/resource/Accessory_fruit
rc:AccessoryHemiAzygosVein,owl:equivalentClass,http://dbpedia.org/resource/Accessory_hemiazygos_vein
rc:AccessoryMuscle,owl:equivalentClass,http://dbpedia.org/resource/Accessory_muscle
rc:AccessoryNerve,owl:equivalentClass,http://dbpedia.org/resource/Accessory_nerve
rc:Accident,owl:equivalentClass,http://dbpedia.org/resource/Accident
rc:AccidentInvolvingDouglasC47Skytrain,owl:equivalentClass,http://dbpedia.org/resource/Category:Accidents_and_incidents_involving_the_Douglas_C-47_Skytrain
rc:AccidentInvolvingEurostar,owl:equivalentClass,http://dbpedia.org/resource/Category:Accidents_and_incidents_involving_Eurostar
rc:AccidentInvolvingMilitaryAircraft,owl:equivalentClass,http://dbpedia.org/resource/Category:Accidents_and_incidents_involving_military_aircraft
rc:AccidentInvolvingRoyalAirForceAircraft,owl:equivalentClass,http://dbpedia.org/resource/Category:Accidents_and_incidents_involving_Royal_Air_Force_aircraft
rc:AccidentInvolvingTheAirbusA320,owl:equivalentClass,http://dbpedia.org/resource/Category:Accidents_and_incidents_involving_the_Airbus_A320
rc:AccidentInvolvingTheAirbusA321,owl:equivalentClass,http://dbpedia.org/resource/Category:Accidents_and_incidents_involving_the_Airbus_A321
rc:AccidentInvolvingTheAirbusA380,owl:equivalentClass,http://dbpedia.org/resource/Category:Accidents_and_incidents_involving_the_Airbus_A380
rc:AccidentInvolvingTheBoeing727,owl:equivalentClass,http://dbpedia.org/resource/Category:Accidents_and_incidents_involving_the_Boeing_727
rc:AccidentInvolvingTheBoeing747,owl:equivalentClass,http://dbpedia.org/resource/Category:Accidents_and_incidents_involving_the_Boeing_747
rc:AccidentInvolvingTheBoeing757,owl:equivalentClass,http://dbpedia.org/resource/Category:Accidents_and_incidents_involving_the_Boeing_757
rc:AccidentInvolvingTheBoeing767,owl:equivalentClass,http://dbpedia.org/resource/Category:Accidents_and_incidents_involving_the_Boeing_767
rc:AccidentInvolvingTheBoeing777,owl:equivalentClass,http://dbpedia.org/resource/Category:Accidents_and_incidents_involving_the_Boeing_777
rc:AccidentInvolvingTheBoeing787,owl:equivalentClass,http://dbpedia.org/resource/Category:Accidents_and_incidents_involving_the_Boeing_787
rc:AccidentInvolvingTheDouglasDC3,owl:equivalentClass,http://dbpedia.org/resource/Category:Accidents_and_incidents_involving_the_Douglas_DC-3
rc:Accipiter,owl:equivalentClass,http://dbpedia.org/resource/Accipiter
rc:Accipitrinae,owl:equivalentClass,http://dbpedia.org/resource/Accipitrinae
rc:Accommodating_HelpingAnAgent,owl:equivalentClass,http://dbpedia.org/resource/Accommodation_reflex
rc:Accordion,owl:equivalentClass,http://dbpedia.org/resource/Accordion
rc:Accordionist,owl:equivalentClass,http://dbpedia.org/resource/Category:Accordionists
rc:AccountManager,owl:equivalentClass,http://dbpedia.org/resource/Account_manager
rc:Accountant,owl:equivalentClass,http://dbpedia.org/resource/Accountant
rc:AccountingFirm,owl:equivalentClass,http://dbpedia.org/resource/Category:Accounting_firms
rc:AccountingProgram,owl:equivalentClass,http://dbpedia.org/resource/Accounting_software
rc:AccountingScandal,owl:equivalentClass,http://dbpedia.org/resource/Accounting_scandals
rc:AccountingService,kko:isAbout,http://dbpedia.org/resource/Accounting
rc:AccountingSoftwareForLinux,owl:equivalentClass,http://dbpedia.org/resource/Category:Accounting_software_for_Linux
rc:Accreditation,owl:equivalentClass,http://dbpedia.org/resource/Accreditation
rc:AccreditationEvent,owl:equivalentClass,http://dbpedia.org/resource/Educational_accreditation
rc:AccruingInterest,owl:equivalentClass,http://dbpedia.org/resource/Accrued_interest
rc:Accumulation_Profits,owl:equivalentClass,http://dbpedia.org/resource/Capital_accumulation
rc:Accuracy,owl:equivalentClass,http://dbpedia.org/resource/Accuracy_and_precision
rc:Acebrochol,owl:equivalentClass,http://dbpedia.org/resource/Acebrochol
rc:Acebutolol,owl:equivalentClass,http://dbpedia.org/resource/Acebutolol
rc:Aceh,owl:equivalentClass,http://dbpedia.org/resource/Aceh
rc:AcerComputer,owl:equivalentClass,http://dbpedia.org/resource/Acer_(company)
rc:AceramarcaGracileOpossum,owl:equivalentClass,http://dbpedia.org/resource/Aceramarca_Gracile_Opossum
rc:Acetabulum,owl:equivalentClass,http://dbpedia.org/resource/Acetabulum
