s,p,o
rc:AccountingProgram,owl:equivalentClass,http://wikipedia.org/wiki/Accounting_software
rc:AccountingScandal,owl:equivalentClass,http://wikipedia.org/wiki/Accounting_scandals
rc:AccountingService,kko:isAbout,http://wikipedia.org/wiki/Accounting
rc:Accreditation,owl:equivalentClass,http://wikipedia.org/wiki/Accreditation
rc:AccreditationEvent,owl:equivalentClass,http://wikipedia.org/wiki/Educational_accreditation
rc:AccruingInterest,owl:equivalentClass,http://wikipedia.org/wiki/Accrued_interest
rc:Accumulation_Profits,owl:equivalentClass,http://wikipedia.org/wiki/Capital_accumulation
rc:Accuracy,owl:equivalentClass,http://wikipedia.org/wiki/Accuracy_and_precision
rc:Acebrochol,owl:equivalentClass,http://wikipedia.org/wiki/Acebrochol
rc:Acebutolol,owl:equivalentClass,http://wikipedia.org/wiki/Acebutolol
rc:Aceh,owl:equivalentClass,http://wikipedia.org/wiki/Aceh
rc:AcerComputer,owl:equivalentClass,http://wikipedia.org/wiki/Acer_(company)
rc:AceramarcaGracileOpossum,owl:equivalentClass,http://wikipedia.org/wiki/Aceramarca_Gracile_Opossum
rc:Acetabulum,owl:equivalentClass,http://wikipedia.org/wiki/Acetabulum
rc:Acetamide,owl:equivalentClass,http://wikipedia.org/wiki/Acetamide
rc:Acetaminophen,owl:equivalentClass,http://wikipedia.org/wiki/Paracetamol
rc:Acetate,owl:equivalentClass,http://wikipedia.org/wiki/Acetate
rc:AceticAcid,owl:equivalentClass,http://wikipedia.org/wiki/Acetic_acid
rc:AceticAnhydride,owl:equivalentClass,http://wikipedia.org/wiki/Acetic_anhydride
rc:Acetivibrio,owl:equivalentClass,http://wikipedia.org/wiki/Acetivibrio
rc:Acetone,owl:equivalentClass,http://wikipedia.org/wiki/Acetone
rc:AcetoneCyanohydrin,owl:equivalentClass,http://wikipedia.org/wiki/Acetone_cyanohydrin
rc:AcetylChloride,owl:equivalentClass,http://wikipedia.org/wiki/Acetyl_chloride
rc:AcetylCoenzymeA,owl:equivalentClass,http://wikipedia.org/wiki/Acetyl-CoA
rc:Acetylcholine,owl:equivalentClass,http://wikipedia.org/wiki/Acetylcholine
rc:Acetylcholinesterase,owl:equivalentClass,http://wikipedia.org/wiki/Acetylcholinesterase
rc:Acetyldihydrocodeine,owl:equivalentClass,http://wikipedia.org/wiki/Acetyldihydrocodeine
rc:Acetylene,owl:equivalentClass,http://wikipedia.org/wiki/Acetylene
rc:Achaea,owl:equivalentClass,http://wikipedia.org/wiki/Achaea
rc:Achaean,owl:equivalentClass,http://wikipedia.org/wiki/Achaeans
rc:AchaemenidArchitecture,owl:equivalentClass,http://wikipedia.org/wiki/Achaemenid_architecture
rc:AchaemenidEgypt,owl:equivalentClass,http://wikipedia.org/wiki/Twenty-seventh_Dynasty_of_Egypt
rc:Acharagma,owl:equivalentClass,http://wikipedia.org/wiki/Acharagma
rc:AchariaApicalis,owl:equivalentClass,http://wikipedia.org/wiki/Acharia_apicalis
rc:AchariaButterfly,owl:equivalentClass,http://wikipedia.org/wiki/Acharia_(moth)
rc:Achatinella,owl:equivalentClass,http://wikipedia.org/wiki/Achatinella
rc:Achatinellidae,owl:equivalentClass,http://wikipedia.org/wiki/Achatinellidae
rc:AchievingNirvana,owl:equivalentClass,http://wikipedia.org/wiki/Nirvana
rc:AchillesTendon,owl:equivalentClass,http://wikipedia.org/wiki/Achilles_tendon
rc:AchlaenaPoaceae,owl:equivalentClass,http://wikipedia.org/wiki/Arthropogon
rc:AchlysiellaWilliamsi,owl:equivalentClass,http://wikipedia.org/wiki/Achlysiella_williamsi
rc:Achnatherum,owl:equivalentClass,http://wikipedia.org/wiki/Achnatherum
rc:AchnatherumCoronatum,owl:equivalentClass,http://wikipedia.org/wiki/Achnatherum_coronatum
rc:AchnatherumRobustum,owl:equivalentClass,http://wikipedia.org/wiki/Achnatherum_robustum
rc:Acholeplasma,owl:equivalentClass,http://wikipedia.org/wiki/Acholeplasma
rc:Acholeplasmataceae,owl:equivalentClass,http://wikipedia.org/wiki/Acholeplasmataceae
rc:Acholeplasmatales,owl:equivalentClass,http://wikipedia.org/wiki/Acholeplasmatales
rc:AcholiPeople,owl:equivalentClass,http://wikipedia.org/wiki/Acholi_people
rc:Achondrite,owl:equivalentClass,http://wikipedia.org/wiki/Achondrite
rc:Achondroplasia,owl:equivalentClass,http://wikipedia.org/wiki/Achondroplasia
rc:AcidAnhydride,owl:equivalentClass,http://wikipedia.org/wiki/Organic_acid_anhydride
rc:AcidCatalyst,owl:equivalentClass,http://wikipedia.org/wiki/Acid_catalysis
rc:AcidHouse,owl:equivalentClass,http://wikipedia.org/wiki/Acid_house
rc:AcidIndigestion,owl:equivalentClass,http://wikipedia.org/wiki/Acid_indigestion
rc:AcidRainProcess,owl:equivalentClass,http://wikipedia.org/wiki/Acid_rain
rc:AcidType_Arrhenius,owl:equivalentClass,http://wikipedia.org/wiki/Acid–base_reaction
rc:AcidType_Bronsted_Lowry,owl:equivalentClass,http://wikipedia.org/wiki/Brønsted–Lowry_acid–base_theory
rc:AcidType_Diprotic,owl:equivalentClass,http://wikipedia.org/wiki/Diprotic_acid
rc:AcidType_Lewis,owl:equivalentClass,http://wikipedia.org/wiki/Lewis_acids_and_bases
rc:AcidType_Monoprotic,owl:equivalentClass,http://wikipedia.org/wiki/Acid#Monoprotic_acids
