s,p,o
http://kbpedia.org/kko/rc/EthnicGroupOfKotoko,kko:isRelatedTo,http://www.wikidata.org/entity/Q1389743
http://kbpedia.org/kko/rc/EuropeanCitizenOrSubject,kko:isRelatedTo,http://www.wikidata.org/entity/Q363404
http://kbpedia.org/kko/rc/Exercising,kko:isRelatedTo,http://www.wikidata.org/entity/Q219067
http://kbpedia.org/kko/rc/ExperimentalParticlePhysics,kko:isRelatedTo,http://www.wikidata.org/entity/Q18334
http://kbpedia.org/kko/rc/Extortionist,kko:isRelatedTo,http://www.wikidata.org/entity/Q6452087
http://kbpedia.org/kko/rc/Extremist,kko:isRelatedTo,http://www.wikidata.org/entity/Q466439
http://kbpedia.org/kko/rc/Extrusion,kko:isRelatedTo,http://www.wikidata.org/entity/Q139143
http://kbpedia.org/kko/rc/FireService,kko:isRelatedTo,http://www.wikidata.org/entity/Q6498663
http://kbpedia.org/kko/rc/FlourMilledProduct,kko:isRelatedTo,http://www.wikidata.org/entity/Q36465
http://kbpedia.org/kko/rc/FoodProcessingEstablishment,kko:isRelatedTo,http://www.wikidata.org/entity/Q627371
http://kbpedia.org/kko/rc/FuchsiaColor,kko:isRelatedTo,http://www.wikidata.org/entity/Q161066
http://kbpedia.org/kko/rc/FuelLubricantsProduct,kko:isRelatedTo,http://www.wikidata.org/entity/Q22656
http://kbpedia.org/kko/rc/FundingBody,kko:isRelatedTo,http://www.wikidata.org/entity/Q372353
http://kbpedia.org/kko/rc/GallStoneCondition,kko:isRelatedTo,http://www.wikidata.org/entity/Q272714
http://kbpedia.org/kko/rc/GermanPerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q42884
http://kbpedia.org/kko/rc/GettingAnErection,kko:isRelatedTo,http://www.wikidata.org/entity/Q133993
http://kbpedia.org/kko/rc/Gewurztraminer_Wine,kko:isRelatedTo,http://www.wikidata.org/entity/Q756654
http://kbpedia.org/kko/rc/GramNegativeBacterium,kko:isRelatedTo,http://www.wikidata.org/entity/Q188990
http://kbpedia.org/kko/rc/GramPositiveBacterium,kko:isRelatedTo,http://www.wikidata.org/entity/Q188990
http://kbpedia.org/kko/rc/Grilled,kko:isRelatedTo,http://www.wikidata.org/entity/Q264619
http://kbpedia.org/kko/rc/GunSystem,kko:isRelatedTo,http://www.wikidata.org/entity/Q1194773
http://kbpedia.org/kko/rc/HavingAnOrgasm,kko:isRelatedTo,http://www.wikidata.org/entity/Q5887
http://kbpedia.org/kko/rc/HeardIslandAndMcDonaldIslands,kko:isRelatedTo,http://www.wikidata.org/entity/Q131198
http://kbpedia.org/kko/rc/HeirHeiress,kko:isRelatedTo,http://www.wikidata.org/entity/Q200303
http://kbpedia.org/kko/rc/HerdAnimal,kko:isRelatedTo,http://www.wikidata.org/entity/Q209542
http://kbpedia.org/kko/rc/HormoneAntihormone,kko:isRelatedTo,http://www.wikidata.org/entity/Q11364
http://kbpedia.org/kko/rc/HospitalityManagement,kko:isRelatedTo,http://www.wikidata.org/entity/Q2540173
http://kbpedia.org/kko/rc/HotWaterHeater,kko:isRelatedTo,http://www.wikidata.org/entity/Q27098513
http://kbpedia.org/kko/rc/Idealist,kko:isRelatedTo,http://www.wikidata.org/entity/Q33442
http://kbpedia.org/kko/rc/InfraredImaging,kko:isRelatedTo,http://www.wikidata.org/entity/Q581851
http://kbpedia.org/kko/rc/IntelligenceTesting,kko:isRelatedTo,http://www.wikidata.org/entity/Q170277
http://kbpedia.org/kko/rc/InterfaceProgram,kko:isRelatedTo,http://www.wikidata.org/entity/Q23808
http://kbpedia.org/kko/rc/IrrigatedLand,kko:isRelatedTo,http://www.wikidata.org/entity/Q11453
http://kbpedia.org/kko/rc/ItalianPerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q50001
http://kbpedia.org/kko/rc/KiribatiPerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q7880472
http://kbpedia.org/kko/rc/Kneeling,kko:isRelatedTo,http://www.wikidata.org/entity/Q8866546
http://kbpedia.org/kko/rc/KoreanPerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q484464
http://kbpedia.org/kko/rc/LanciaZagatoCar,kko:isRelatedTo,http://www.wikidata.org/entity/Q140266
http://kbpedia.org/kko/rc/LandlineTelephone,kko:isRelatedTo,http://www.wikidata.org/entity/Q738621
http://kbpedia.org/kko/rc/LebanesePerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q2606511
http://kbpedia.org/kko/rc/LegalGovernmentOrganization,kko:isRelatedTo,http://www.wikidata.org/entity/Q2659904
http://kbpedia.org/kko/rc/LetterCopy,kko:isRelatedTo,http://www.wikidata.org/entity/Q133492
http://kbpedia.org/kko/rc/Libertarian,kko:isRelatedTo,http://www.wikidata.org/entity/Q178598
http://kbpedia.org/kko/rc/MaltesePerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q1286876
http://kbpedia.org/kko/rc/Maronite,kko:isRelatedTo,http://www.wikidata.org/entity/Q4988656
http://kbpedia.org/kko/rc/MeasuringSomething,kko:isRelatedTo,http://www.wikidata.org/entity/Q12453
http://kbpedia.org/kko/rc/MentalRetardation,kko:isRelatedTo,http://www.wikidata.org/entity/Q183560
http://kbpedia.org/kko/rc/Methodist,kko:isRelatedTo,http://www.wikidata.org/entity/Q33203
http://kbpedia.org/kko/rc/MotorVehicleManufacture,kko:isRelatedTo,http://www.wikidata.org/entity/Q190117
http://kbpedia.org/kko/rc/Mutagenicity,kko:isRelatedTo,http://www.wikidata.org/entity/Q221696
http://kbpedia.org/kko/rc/Necrophile,kko:isRelatedTo,http://www.wikidata.org/entity/Q181843
http://kbpedia.org/kko/rc/NeoclassicalArchitect,kko:isRelatedTo,http://www.wikidata.org/entity/Q54111
http://kbpedia.org/kko/rc/OchreColor,kko:isRelatedTo,http://www.wikidata.org/entity/Q194191
http://kbpedia.org/kko/rc/OnlineBank,kko:isRelatedTo,http://www.wikidata.org/entity/Q188506
http://kbpedia.org/kko/rc/Opaque,kko:isRelatedTo,http://www.wikidata.org/entity/Q691914
http://kbpedia.org/kko/rc/Orbiting,kko:isRelatedTo,http://www.wikidata.org/entity/Q4130
http://kbpedia.org/kko/rc/Ornamentation,kko:isRelatedTo,http://www.wikidata.org/entity/Q1704480
http://kbpedia.org/kko/rc/PakistaniPerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q3310017
http://kbpedia.org/kko/rc/PaleOrangeYellow_Color,kko:isRelatedTo,http://www.wikidata.org/entity/Q13119823
http://kbpedia.org/kko/rc/ParolingSomeone,kko:isRelatedTo,http://www.wikidata.org/entity/Q5357120
http://kbpedia.org/kko/rc/Paying,kko:isRelatedTo,http://www.wikidata.org/entity/Q1148747
http://kbpedia.org/kko/rc/Pentecostal,kko:isRelatedTo,http://www.wikidata.org/entity/Q483978
http://kbpedia.org/kko/rc/Perceiving,kko:isRelatedTo,http://www.wikidata.org/entity/Q160402
http://kbpedia.org/kko/rc/PersonalityTesting,kko:isRelatedTo,http://www.wikidata.org/entity/Q1475455
http://kbpedia.org/kko/rc/PeruvianPerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q4359289
http://kbpedia.org/kko/rc/PimpOrMadam,kko:isRelatedTo,http://www.wikidata.org/entity/Q43437
http://kbpedia.org/kko/rc/PinotNoir_Wine,kko:isRelatedTo,http://www.wikidata.org/entity/Q223701
http://kbpedia.org/kko/rc/Pipe_GenericConduit,kko:isRelatedTo,http://www.wikidata.org/entity/Q41551
http://kbpedia.org/kko/rc/PipeFlow,kko:isRelatedTo,http://www.wikidata.org/entity/Q3679502
http://kbpedia.org/kko/rc/PipelinePig,kko:isRelatedTo,http://www.wikidata.org/entity/Q338447
http://kbpedia.org/kko/rc/PipingPlover,kko:isRelatedTo,http://www.wikidata.org/entity/Q1351070
http://kbpedia.org/kko/rc/PlantingService,kko:isRelatedTo,http://www.wikidata.org/entity/Q777671
http://kbpedia.org/kko/rc/Playing,kko:isRelatedTo,http://www.wikidata.org/entity/Q1150958
http://kbpedia.org/kko/rc/PoliceService,kko:isRelatedTo,http://www.wikidata.org/entity/Q35535
http://kbpedia.org/kko/rc/PolishingShoes,kko:isRelatedTo,http://www.wikidata.org/entity/Q913617
http://kbpedia.org/kko/rc/PoliticallyConservativePerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q7169
http://kbpedia.org/kko/rc/Population_Ecological,kko:isRelatedTo,http://www.wikidata.org/entity/Q1049866
http://kbpedia.org/kko/rc/PracticalPersonality,kko:isRelatedTo,http://www.wikidata.org/entity/Q126692
http://kbpedia.org/kko/rc/Presbyterian,kko:isRelatedTo,http://www.wikidata.org/entity/Q178169
http://kbpedia.org/kko/rc/PrintingService,kko:isRelatedTo,http://www.wikidata.org/entity/Q11034
http://kbpedia.org/kko/rc/ProtestantPerson,kko:isRelatedTo,http://www.wikidata.org/entity/Q23540
http://kbpedia.org/kko/rc/PuttingOnAFrock,kko:isRelatedTo,http://www.wikidata.org/entity/Q658310
http://kbpedia.org/kko/rc/QuittingSmoking,kko:isRelatedTo,http://www.wikidata.org/entity/Q2462253
http://kbpedia.org/kko/rc/RedHairedHuman,kko:isRelatedTo,http://www.wikidata.org/entity/Q152357
http://kbpedia.org/kko/rc/Republican,kko:isRelatedTo,http://www.wikidata.org/entity/Q29468
http://kbpedia.org/kko/rc/ResidentialTimeshareAgreement,kko:isRelatedTo,http://www.wikidata.org/entity/Q696937
http://kbpedia.org/kko/rc/Retailing_IndustryGroupSP,kko:isRelatedTo,http://www.wikidata.org/entity/Q126793
http://kbpedia.org/kko/rc/RevengeAction,kko:isRelatedTo,http://www.wikidata.org/entity/Q1712140
http://kbpedia.org/kko/rc/RiftValleyFeverVirus,kko:isRelatedTo,http://www.wikidata.org/entity/Q326638
http://kbpedia.org/kko/rc/Rioting,kko:isRelatedTo,http://www.wikidata.org/entity/Q124757
http://kbpedia.org/kko/rc/Sailboard,kko:isRelatedTo,http://www.wikidata.org/entity/Q191051
http://kbpedia.org/kko/rc/SandarachColor,kko:isRelatedTo,http://www.wikidata.org/entity/Q201703
http://kbpedia.org/kko/rc/SandParticle,kko:isRelatedTo,http://www.wikidata.org/entity/Q34679
http://kbpedia.org/kko/rc/ScoringPoints,kko:isRelatedTo,http://www.wikidata.org/entity/Q7435308
http://kbpedia.org/kko/rc/SeventhDayAdventist,kko:isRelatedTo,http://www.wikidata.org/entity/Q104319
http://kbpedia.org/kko/rc/Shard,kko:isRelatedTo,http://www.wikidata.org/entity/Q1463658
http://kbpedia.org/kko/rc/Silversmithing,kko:isRelatedTo,http://www.wikidata.org/entity/Q2216340
http://kbpedia.org/kko/rc/Slat,kko:isRelatedTo,http://www.wikidata.org/entity/Q321046
http://kbpedia.org/kko/rc/Slideshow,kko:isRelatedTo,http://www.wikidata.org/entity/Q604733
