id,object,relatesTo
rc:Tongue,rc:ChemoReceptiveSensor,kko:relatesToTopicsCategories
rc:TopographicalFeature,rc:Configuration,kko:relatesToForms
rc:TopographicalFeature,rc:Place_NonAgent_Area,kko:relatesToAreaRegion
rc:Topsoil,rc:SurfaceLayer_TopSurface,kko:relatesToShapes
rc:TornadoAsObject,rc:DangerousThing,kko:relatesToConcepts
rc:TortureDevice,rc:DangerousThing,kko:relatesToConcepts
rc:Torus,rc:RoundObject,kko:relatesToShapes
rc:TouristAttraction,rc:EntertainmentService,kko:relatesToTertiarySectorServices
rc:ToxicSubstance,rc:Toxicology,kko:relatesToKnowledgeDomains
rc:Train,rc:Railway,kko:relatesToAreaRegion
rc:TransportAndTheEnvironment,rc:EnvironmentalImpact,kko:relatesToArtifacts
rc:TransportByMode,rc:Transportation_Topic,kko:relatesToTopicsCategories
rc:TransportSystem,rc:Transportation_Topic,kko:relatesToTopicsCategories
rc:TransportationDevice,rc:HumanlyOccupiedSpatialObject,kko:relatesToLocationPlace
rc:TravelClass,rc:TravelAttribute,kko:relatesToIntrinsicAttributes
rc:UrineTest,rc:Urine,kko:relatesToOrganicMatter
rc:Vampire,rc:Mammal,kko:relatesToAnimals
rc:VerificationOfCredit,rc:Credit,kko:relatesToEconomicSystems
rc:Virology,rc:Virus,kko:relatesToLivingThings
rc:Virus,rc:Microorganism,kko:relatesToLivingThings
rc:VisualImage,rc:VisibleLight,kko:relatesToNaturalPhenomena
rc:WaterIndustry,rc:Water,kko:relatesToNaturalSubstances
rc:WaterResources,rc:Water,kko:relatesToNaturalSubstances
rc:WaterSurfacePath,rc:Water,kko:relatesToNaturalMatter
rc:WaterTreatment,rc:PublicUtilityService,kko:relatesToTertiarySectorServices
rc:Water_Fresh,rc:WaterResources,kko:relatesToConcepts
rc:Weapon,rc:DangerousThing,kko:relatesToConcepts
rc:Werewolf,rc:Mammal,kko:relatesToAnimals
rc:WholeBody,rc:IndependentThing,kko:relatesToConcepts
rc:Wildfire,rc:DangerousSituation,kko:relatesToConcepts
rc:Wood,rc:Fibrous,kko:relatesToForms
rc:WoolFiber,rc:Fibrous,kko:relatesToForms
rc:Yeast,rc:Microorganism,kko:relatesToLivingThings
