OregonChub,subClassOf,Fish
SonoraChub,subClassOf,Fish
OzarkCavefish,subClassOf,Fish
Swordfish,subClassOf,Fish
WatercressDarter,subClassOf,Fish
WhaleShark,subClassOf,Fish
SpinnerShark,subClassOf,Fish
UnarmoredThreespineStickleback,subClassOf,Fish
Walleye,subClassOf,Fish
Tilapia,subClassOf,Fish
WhiteRiverSpinedace,subClassOf,Fish
YaquiChub,subClassOf,Fish
Woundfin,subClassOf,Fish
YellowfinMadtom,subClassOf,Fish
TidewaterGoby,subClassOf,Fish
WhiteRiverSpringfish,subClassOf,Fish
WarnerSucker,subClassOf,Fish
EdibleFish,subClassOf,Fish
Sturgeon,subClassOf,Fish
MudSkipperFish,subClassOf,Fish
AlabamaCavefish,subClassOf,Fish
EdibleFish,subClassOf,Food
Carp,subClassOf,FreshwaterFish
Zebrafish,subClassOf,FreshwaterFish
FreshwaterFish,subClassOf,FreshwaterOrganism
GoldfishBreed,subClassOf,Goldfish
Hexanchidae,subClassOf,Hexanchiformes
Chlamydoselachidae,subClassOf,Hexanchiformes
Carp,subClassOf,InsectEater
Eel,subClassOf,LiveFish
AtlanticBlueMarlin,subClassOf,Marlin
Indo-PacificSailfish,subClassOf,Marlin
BlackMarlin,subClassOf,Marlin
ShortbillSpearfish,subClassOf,Marlin
AtlanticSailfish,subClassOf,Marlin
StripedMarlin,subClassOf,Marlin
Fish,subClassOf,Poikilotherm
Shark,subClassOf,Predator
MantaRay,subClassOf,Ray-Fish
StingRay,subClassOf,Ray-Fish
ChinookSalmon,subClassOf,Salmon
SockeyeSalmon,subClassOf,Salmon
Shark-Hammerhead,subClassOf,Scavenger
Fish,subClassOf,Seafood
PygmySeahorse,subClassOf,Seahorse
SouthernLanternshark,subClassOf,Shark
BullheadSharks,subClassOf,Shark
AngelSharks,subClassOf,Shark
Carcharhiniformes,subClassOf,Shark
CarpetSharks,subClassOf,Shark
Hexanchiformes,subClassOf,Shark
GreenlandShark,subClassOf,Shark
Harpagofuator,subClassOf,Shark
Megalodon,subClassOf,Shark
BaskingShark,subClassOf,Shark
Shark-Mackerel,subClassOf,Shark
SilkyShark,subClassOf,Shark
SpeartoothShark,subClassOf,Shark
SmalleyeHammerhead,subClassOf,Shark-Hammerhead
WingheadShark,subClassOf,Shark-Hammerhead
GreatHammerhead,subClassOf,Shark-Hammerhead
SmoothHammerhead,subClassOf,Shark-Hammerhead
ScallopedHammerhead,subClassOf,Shark-Hammerhead
Shark-GreatWhite,subClassOf,Shark-Mackerel
PallidSturgeon,subClassOf,Sturgeon
EuropeanSeaSturgeon,subClassOf,Sturgeon
ChineseSturgeon,subClassOf,Sturgeon
GulfSturgeon,subClassOf,Sturgeon
AtlanticSturgeon,subClassOf,Sturgeon
WhiteSturgeon,subClassOf,Sturgeon
KalugaFish,subClassOf,Sturgeon
LakeSturgeon,subClassOf,Sturgeon
ShovelnoseSturgeon,subClassOf,Sturgeon
BaikalSturgeon,subClassOf,Sturgeon
StarrySturgeon,subClassOf,Sturgeon
AlabamaSturgeon,subClassOf,Sturgeon
Acipenser,subClassOf,Sturgeon
ShortnoseSturgeon,subClassOf,Sturgeon
Callionymidae,subClassOf,TropicalFish
Pempheridae,subClassOf,TropicalFish
Chaenopsidae,subClassOf,TropicalFish
Cirrhitidae,subClassOf,TropicalFish
PanTropicalFish,subClassOf,TropicalFish
BettaSplendens,subClassOf,TropicalFish
Zebrafish,subClassOf,TropicalFish
Bathyclupeidae,subClassOf,TropicalFish
Tetras,subClassOf,TropicalFish
Mullidae,subClassOf,TropicalFish
Nemipteridae,subClassOf,TropicalFish
Scaridae,subClassOf,TropicalFish
CutthroatTrout,subClassOf,Trout
Thunnus,subClassOf,Tuna
StingRay,subClassOf,VenomousAnimal
Fish,subClassOf,Vertebrate
