s,p,o
rc:BroadcastMediaProduct,owl:equivalentClass,http://purl.org/ontology/po/Programme
rc:BroadcastSeriesProduct,owl:equivalentClass,http://purl.org/ontology/po/Series
rc:Broadcasting,owl:equivalentClass,http://purl.org/ontology/po/Broadcast
rc:RadioStation_Organization,owl:equivalentClass,http://purl.org/ontology/po/Radio
