s,p,o
rc:ComputerBulletinBoard,owl:equivalentClass,http://rdfs.org/sioc/ns#Forum
rc:MessageThread,owl:equivalentClass,http://rdfs.org/sioc/ns#Thread
rc:UserAccountGroup,owl:equivalentClass,http://rdfs.org/sioc/ns#Usergroup
