s,p,o
rc:2011WorldAquaticsChampionships_Swimming,owl:equivalentClass,http://www.wikidata.org/entity/Q1345853
rc:2011WorldChampionshipsInAthletics,owl:equivalentClass,http://www.wikidata.org/entity/Q208675
rc:2012IAAFWorldIndoorChampionships,owl:equivalentClass,http://www.wikidata.org/entity/Q746504
rc:2012WorldFigureSkatingChampionships,owl:equivalentClass,http://www.wikidata.org/entity/Q916374
rc:2012WorldJuniorIceHockeyChampionships,owl:equivalentClass,http://www.wikidata.org/entity/Q327084
rc:20EuroNote,owl:equivalentClass,http://www.wikidata.org/entity/Q2741966
rc:22_Bipyridine,owl:equivalentClass,http://www.wikidata.org/entity/Q209143
rc:22_Dimethoxypropane,owl:equivalentClass,http://www.wikidata.org/entity/Q4596749
rc:24_Dimethyl_6_tert_butylphenol,owl:equivalentClass,http://www.wikidata.org/entity/Q4272672
rc:250t_classTorpedoBoat,owl:equivalentClass,http://www.wikidata.org/entity/Q2375633
rc:26_Di_tert_butylphenol,owl:equivalentClass,http://www.wikidata.org/entity/Q2218184
rc:26_Lutidine,owl:equivalentClass,http://www.wikidata.org/entity/Q209284
rc:2_Chloro_1112_tetrafluoroethane,owl:equivalentClass,http://www.wikidata.org/entity/Q752098
rc:2_MethoxybenzoicAcid,owl:equivalentClass,http://www.wikidata.org/entity/Q2018545
rc:33_DiaminobenzidineTetrahydrochloride,owl:equivalentClass,http://www.wikidata.org/entity/Q4030650
rc:35_DinitrobenzoicAcid,owl:equivalentClass,http://www.wikidata.org/entity/Q223027
rc:3DFilm,owl:equivalentClass,http://www.wikidata.org/entity/Q229390
rc:3DGraphicsSoftware,owl:equivalentClass,http://www.wikidata.org/entity/Q229371
rc:3_Amino_5_nitrosalicylicAcid,owl:equivalentClass,http://www.wikidata.org/entity/Q2823211
rc:3_NitrobenzoicAcid,owl:equivalentClass,http://www.wikidata.org/entity/Q4634183
rc:3_PhosphoglycerateMolecule,owl:equivalentClass,http://www.wikidata.org/entity/Q27104828
rc:4_AminobenzoicAcid,owl:equivalentClass,http://www.wikidata.org/entity/Q284959
rc:4_Aminopyridine,owl:equivalentClass,http://www.wikidata.org/entity/Q372539
rc:4_Chlorodehydromethyltestosterone,owl:equivalentClass,http://www.wikidata.org/entity/Q909987
rc:4_Dimethylaminopyridine,owl:equivalentClass,http://www.wikidata.org/entity/Q229897
rc:4_HydroxybenzoicAcid,owl:equivalentClass,http://www.wikidata.org/entity/Q229970
rc:4_Hydroxytestosterone,owl:equivalentClass,http://www.wikidata.org/entity/Q4637157
rc:4_MethoxybenzoicAcid,owl:equivalentClass,http://www.wikidata.org/entity/Q4566032
rc:4_MethylbenzoicAcid,owl:equivalentClass,http://www.wikidata.org/entity/Q1607905
rc:4_tert_Butylcatechol,owl:equivalentClass,http://www.wikidata.org/entity/Q840843
rc:5013COrganization,owl:equivalentClass,http://www.wikidata.org/entity/Q18325436
rc:50EuroNote,owl:equivalentClass,http://www.wikidata.org/entity/Q2903535
rc:5EuroNote,owl:equivalentClass,http://www.wikidata.org/entity/Q2406691
rc:6_Hydroxydopamine,owl:equivalentClass,http://www.wikidata.org/entity/Q780181
rc:AAAI,owl:equivalentClass,http://www.wikidata.org/entity/Q2739680
rc:AASM,owl:equivalentClass,http://www.wikidata.org/entity/Q676888
rc:ABSResin,owl:equivalentClass,http://www.wikidata.org/entity/Q143496
rc:AB_205_Helicopter,owl:equivalentClass,http://www.wikidata.org/entity/Q2428191
rc:ACAcecaCar,owl:equivalentClass,http://www.wikidata.org/entity/Q2352975
rc:ACEInhibitor,owl:equivalentClass,http://www.wikidata.org/entity/Q288280
rc:ACFRiverBasin,owl:equivalentClass,http://www.wikidata.org/entity/Q4650650
rc:ACappella,owl:equivalentClass,http://www.wikidata.org/entity/Q185298
rc:ADHDBiology,owl:equivalentClass,http://www.wikidata.org/entity/Q8300781
rc:AEASilverDart,owl:equivalentClass,http://www.wikidata.org/entity/Q290968
rc:AEWAircraft,owl:equivalentClass,http://www.wikidata.org/entity/Q25218570
rc:AFC_West_Football,owl:equivalentClass,http://www.wikidata.org/entity/Q431944
rc:AGS_17,owl:equivalentClass,http://www.wikidata.org/entity/Q292668
rc:AIDS,owl:equivalentClass,http://www.wikidata.org/entity/Q12199
rc:AIDSDementiaComplex,owl:equivalentClass,http://www.wikidata.org/entity/Q3435504
rc:AIMk_IvRadar,owl:equivalentClass,http://www.wikidata.org/entity/Q17508037
rc:AI_Planning,owl:equivalentClass,http://www.wikidata.org/entity/Q2631895
rc:AK_74,owl:equivalentClass,http://www.wikidata.org/entity/Q156229
rc:AMAMotocrossChampionship,owl:equivalentClass,http://www.wikidata.org/entity/Q432804
rc:AMCConcordCar,owl:equivalentClass,http://www.wikidata.org/entity/Q294679
rc:AMCGremlin,owl:equivalentClass,http://www.wikidata.org/entity/Q294696
rc:AMX_30,owl:equivalentClass,http://www.wikidata.org/entity/Q167441
rc:ANFO,owl:equivalentClass,http://www.wikidata.org/entity/Q295697
rc:ANTPQ_37Firefinder,owl:equivalentClass,http://www.wikidata.org/entity/Q4652882
rc:ANZUS,owl:equivalentClass,http://www.wikidata.org/entity/Q295875
rc:APECSummit,owl:equivalentClass,http://www.wikidata.org/entity/Q10162570
rc:APriori,owl:equivalentClass,http://www.wikidata.org/entity/Q178161
rc:ARMArchitecture,owl:equivalentClass,http://www.wikidata.org/entity/Q16980
rc:AR_15,owl:equivalentClass,http://www.wikidata.org/entity/Q6889079
rc:ASCII,owl:equivalentClass,http://www.wikidata.org/entity/Q8815
rc:ASCII_Art,owl:equivalentClass,http://www.wikidata.org/entity/Q193097
rc:ASEAN,owl:equivalentClass,http://www.wikidata.org/entity/Q7768
rc:ASN1SyntaxSpecification,owl:equivalentClass,http://www.wikidata.org/entity/Q333301
rc:ASPAccountingSystem,owl:equivalentClass,http://www.wikidata.org/entity/Q8217798
rc:ATFAgent,owl:equivalentClass,http://www.wikidata.org/entity/Q7010701
rc:ATPTennisTournament,owl:equivalentClass,http://www.wikidata.org/entity/Q26863790
rc:ATR42,owl:equivalentClass,http://www.wikidata.org/entity/Q218637
rc:ATR72,owl:equivalentClass,http://www.wikidata.org/entity/Q219764
rc:ATSC,owl:equivalentClass,http://www.wikidata.org/entity/Q637801
rc:AWACSAircraft,owl:equivalentClass,http://www.wikidata.org/entity/Q7404965
rc:AZT,owl:equivalentClass,http://www.wikidata.org/entity/Q198504
rc:A_10Thunderbolt,owl:equivalentClass,http://www.wikidata.org/entity/Q192443
rc:AaptosKanuux,owl:equivalentClass,http://www.wikidata.org/entity/Q1901299
rc:Aardvark,owl:equivalentClass,http://www.wikidata.org/entity/Q46212
rc:Aardwolf,owl:equivalentClass,http://www.wikidata.org/entity/Q185295
rc:Aargau,owl:equivalentClass,http://www.wikidata.org/entity/Q11972
rc:Aaron,owl:equivalentClass,http://www.wikidata.org/entity/Q51676
rc:AaronCopland_Composer,owl:equivalentClass,http://www.wikidata.org/entity/Q192185
rc:AbaCloth,owl:equivalentClass,http://www.wikidata.org/entity/Q16979295
rc:Aba_Garment,owl:equivalentClass,http://www.wikidata.org/entity/Q305718
rc:Abacavir,owl:equivalentClass,http://www.wikidata.org/entity/Q304330
rc:AbadanRefinery,owl:equivalentClass,http://www.wikidata.org/entity/Q4118481
rc:AbandonedHamlet,owl:equivalentClass,http://www.wikidata.org/entity/Q27654220
rc:AbandonedVillage,owl:equivalentClass,http://www.wikidata.org/entity/Q350895
rc:Abandoned_ConstructionArtifact,owl:equivalentClass,http://www.wikidata.org/entity/Q30108381
rc:AbandonwareProgram,owl:equivalentClass,http://www.wikidata.org/entity/Q281039
rc:AbaremaOxyphyllidia,owl:equivalentClass,http://www.wikidata.org/entity/Q4663506
rc:Abatis,owl:equivalentClass,http://www.wikidata.org/entity/Q91713
rc:AbbasidCaliphate,owl:equivalentClass,http://www.wikidata.org/entity/Q12536
rc:Abbey,owl:equivalentClass,http://www.wikidata.org/entity/Q160742
rc:AbbotsOfIona,owl:equivalentClass,http://www.wikidata.org/entity/Q8218260
rc:Abbreviation,owl:equivalentClass,http://www.wikidata.org/entity/Q102786
rc:Abdicating,owl:equivalentClass,http://www.wikidata.org/entity/Q207549
rc:Abdication,owl:equivalentClass,http://www.wikidata.org/entity/Q207549
rc:Abdomen,owl:equivalentClass,http://www.wikidata.org/entity/Q9597
rc:AbdominalAorta,owl:equivalentClass,http://www.wikidata.org/entity/Q2264329
rc:AbdominalCavity,owl:equivalentClass,http://www.wikidata.org/entity/Q682466
rc:AbdominalPain,owl:equivalentClass,http://www.wikidata.org/entity/Q183425
rc:AbdominalSurgeon,owl:equivalentClass,http://www.wikidata.org/entity/Q30115306
rc:Abdopus,owl:equivalentClass,http://www.wikidata.org/entity/Q4665132
rc:AbducensNerve,owl:equivalentClass,http://www.wikidata.org/entity/Q318773
rc:AbductiveInferenceProcess,owl:equivalentClass,http://www.wikidata.org/entity/Q308495
rc:AbductorDigitiMinimi,owl:equivalentClass,http://www.wikidata.org/entity/Q1089155
rc:AbductorPollicisBrevis,owl:equivalentClass,http://www.wikidata.org/entity/Q337824
rc:AbductorPollicisLongus,owl:equivalentClass,http://www.wikidata.org/entity/Q915948
rc:AbelianGroupTheory,owl:equivalentClass,http://www.wikidata.org/entity/Q8218308
rc:AbelsonMurineLeukemiaVirus,owl:equivalentClass,http://www.wikidata.org/entity/Q4666726
rc:AberdeenProvingGround,owl:equivalentClass,http://www.wikidata.org/entity/Q319506
rc:Abhorrence,owl:equivalentClass,http://www.wikidata.org/entity/Q320685
rc:AbigailVanBuren,owl:equivalentClass,http://www.wikidata.org/entity/Q3272243
rc:Abiu,owl:equivalentClass,http://www.wikidata.org/entity/Q1650768
rc:AbkhazLanguage,owl:equivalentClass,http://www.wikidata.org/entity/Q5111
rc:Abkhazia,owl:equivalentClass,http://www.wikidata.org/entity/Q23334
rc:AbkhazianPeople,owl:equivalentClass,http://www.wikidata.org/entity/Q6528199
rc:Ablation,owl:equivalentClass,http://www.wikidata.org/entity/Q322177
rc:AbleBodiedSeaman,owl:equivalentClass,http://www.wikidata.org/entity/Q10989378
rc:AbnormalBehaviourInAnimals,owl:equivalentClass,http://www.wikidata.org/entity/Q15142472
rc:AbnormalRespiration,owl:equivalentClass,http://www.wikidata.org/entity/Q2056816
rc:AbnormalSystemCondition,owl:equivalentClass,http://www.wikidata.org/entity/Q4668180
rc:AboBat,owl:equivalentClass,http://www.wikidata.org/entity/Q1830422
rc:Abolitionism,owl:equivalentClass,http://www.wikidata.org/entity/Q169390
rc:AbolitionismByCountry,owl:equivalentClass,http://www.wikidata.org/entity/Q8218504
rc:Abolitionist,owl:equivalentClass,http://www.wikidata.org/entity/Q18510179
rc:AbolitionistMovement,owl:equivalentClass,http://www.wikidata.org/entity/Q8218521
rc:AbominableSnowman,owl:equivalentClass,http://www.wikidata.org/entity/Q129628
rc:AboriginalTitle,owl:equivalentClass,http://www.wikidata.org/entity/Q4668392
rc:AboriginesInTasmania,owl:equivalentClass,http://www.wikidata.org/entity/Q8218598
rc:Abortifacient,owl:equivalentClass,http://www.wikidata.org/entity/Q323047
rc:AbortionDebate,owl:equivalentClass,http://www.wikidata.org/entity/Q2549098
rc:AbortionProvider,owl:equivalentClass,http://www.wikidata.org/entity/Q8218641
rc:Abortion_BreastCancerHypothesis,owl:equivalentClass,http://www.wikidata.org/entity/Q4668515
rc:Abortion_Intentional,owl:equivalentClass,http://www.wikidata.org/entity/Q8452
rc:AboutPage,owl:equivalentClass,http://www.wikidata.org/entity/Q137827518
rc:AboveGround,owl:equivalentClass,http://www.wikidata.org/entity/Q11424025
rc:AbqaiqOilField,owl:equivalentClass,http://www.wikidata.org/entity/Q16001431
rc:Abra_ProvincePhilippines,owl:equivalentClass,http://www.wikidata.org/entity/Q13711
rc:AbrahamLincoln,owl:equivalentClass,http://www.wikidata.org/entity/Q91
rc:Abraham_Patriarch,owl:equivalentClass,http://www.wikidata.org/entity/Q9181
rc:Abralia,owl:equivalentClass,http://www.wikidata.org/entity/Q3203049
rc:Abrasive,owl:equivalentClass,http://www.wikidata.org/entity/Q372301
rc:AbrasiveBlasting,owl:equivalentClass,http://www.wikidata.org/entity/Q917273
rc:AbrasiveWheel,owl:equivalentClass,http://www.wikidata.org/entity/Q1931980
rc:AbrinToxin,owl:equivalentClass,http://www.wikidata.org/entity/Q331451
rc:AbscisicAcid,owl:equivalentClass,http://www.wikidata.org/entity/Q332211
rc:Absinthe,owl:equivalentClass,http://www.wikidata.org/entity/Q170210
rc:AbsolutVodka,owl:equivalentClass,http://www.wikidata.org/entity/Q332378
rc:AbsoluteMonarchy,owl:equivalentClass,http://www.wikidata.org/entity/Q184558
rc:AbsoluteZero,owl:equivalentClass,http://www.wikidata.org/entity/Q81182
rc:AbsorbableGelatinSponge,owl:equivalentClass,http://www.wikidata.org/entity/Q4669882
rc:Absorbency,owl:equivalentClass,http://www.wikidata.org/entity/Q332828
rc:Absorbent,owl:equivalentClass,http://www.wikidata.org/entity/Q27891524
rc:AbsorptionEvent,owl:equivalentClass,http://www.wikidata.org/entity/Q905921
rc:Abstinence,owl:equivalentClass,http://www.wikidata.org/entity/Q210978
rc:Abstract,owl:equivalentClass,http://www.wikidata.org/entity/Q333291
rc:AbstractAlgebra,owl:equivalentClass,http://www.wikidata.org/entity/Q159943
rc:AbstractInformationStructure,owl:equivalentClass,http://www.wikidata.org/entity/Q827335
rc:AbstractManagementSoftware,owl:equivalentClass,http://www.wikidata.org/entity/Q25341016
rc:AbstractObjectTheory,owl:equivalentClass,http://www.wikidata.org/entity/Q16000046
rc:AbstractProgrammingLanguage,owl:equivalentClass,http://www.wikidata.org/entity/Q224055
rc:AbstractStructure,owl:equivalentClass,http://www.wikidata.org/entity/Q4833865
rc:AbuDhabi,owl:equivalentClass,http://www.wikidata.org/entity/Q1519
rc:Abuse,owl:equivalentClass,http://www.wikidata.org/entity/Q600571
rc:AbutilonEremitopetalum,owl:equivalentClass,http://www.wikidata.org/entity/Q1215674
rc:AbutilonSandwicense,owl:equivalentClass,http://www.wikidata.org/entity/Q4670702
rc:AbyssalPlain,owl:equivalentClass,http://www.wikidata.org/entity/Q570554
rc:AbyssinianWoodpecker,owl:equivalentClass,http://www.wikidata.org/entity/Q971542
rc:Abyssinian_Cat,owl:equivalentClass,http://www.wikidata.org/entity/Q7955
rc:Acacia,owl:equivalentClass,http://www.wikidata.org/entity/Q81666
rc:Academia,owl:equivalentClass,http://www.wikidata.org/entity/Q1211427
rc:AcademicBookReport,owl:equivalentClass,http://www.wikidata.org/entity/Q16844469
rc:AcademicDepartment,owl:equivalentClass,http://www.wikidata.org/entity/Q2467461
rc:AcademicDressByInstitution,owl:equivalentClass,http://www.wikidata.org/entity/Q13243133
rc:AcademicEssay,owl:equivalentClass,http://www.wikidata.org/entity/Q35760
rc:AcademicGenealogies,owl:equivalentClass,http://www.wikidata.org/entity/Q7019045
rc:AcademicGown,owl:equivalentClass,http://www.wikidata.org/entity/Q1349227
rc:AcademicInstitution,owl:equivalentClass,http://www.wikidata.org/entity/Q4671277
rc:AcademicJournal,owl:equivalentClass,http://www.wikidata.org/entity/Q21834496
rc:AcademicOrganization,owl:equivalentClass,http://www.wikidata.org/entity/Q4671277
rc:AcademicProfessional,owl:equivalentClass,http://www.wikidata.org/entity/Q5428874
rc:AcademicQuarter,owl:equivalentClass,http://www.wikidata.org/entity/Q414795
rc:AcademicSemester,owl:equivalentClass,http://www.wikidata.org/entity/Q2269240
rc:AcademicStudiesOfRitualAndMagic,owl:equivalentClass,http://www.wikidata.org/entity/Q8218898
rc:AcademicStudiesOfShamanism,owl:equivalentClass,http://www.wikidata.org/entity/Q8218901
rc:AcademicStyleGuide,owl:equivalentClass,http://www.wikidata.org/entity/Q8218900
rc:AcademicTerm,owl:equivalentClass,http://www.wikidata.org/entity/Q2269240
rc:AcademicTesting,owl:equivalentClass,http://www.wikidata.org/entity/Q27318
rc:AcademicTrimester,owl:equivalentClass,http://www.wikidata.org/entity/Q1397942
rc:AcademicYear,owl:equivalentClass,http://www.wikidata.org/entity/Q915466
rc:AcademicsAndWritersOnBullying,owl:equivalentClass,http://www.wikidata.org/entity/Q8218908
rc:AcademicsAndWritersOnNarcissism,owl:equivalentClass,http://www.wikidata.org/entity/Q8218909
rc:Academy,owl:equivalentClass,http://www.wikidata.org/entity/Q162633
rc:AcademyAward,owl:equivalentClass,http://www.wikidata.org/entity/Q19020
rc:AcademyAwardCategory,owl:equivalentClass,http://www.wikidata.org/entity/Q19020
rc:AcademyAwardForBestActor_Movie,owl:equivalentClass,http://www.wikidata.org/entity/Q103916
rc:AcademyAwardForBestActress_Movie,owl:equivalentClass,http://www.wikidata.org/entity/Q103618
rc:AcademyAwardForBestSupportingActor_Movie,owl:equivalentClass,http://www.wikidata.org/entity/Q106291
rc:AcademyAwardWinner,owl:equivalentClass,http://www.wikidata.org/entity/Q6468204
rc:AcademyAwardsCeremony,owl:equivalentClass,http://www.wikidata.org/entity/Q16913666
rc:AcademyAwardsLists,owl:equivalentClass,http://www.wikidata.org/entity/Q8219354
rc:AcademyMuseumOfMotionPictures,owl:equivalentClass,http://www.wikidata.org/entity/Q6941059
rc:AcademyOfMotionPictureArtsAndSciences,owl:equivalentClass,http://www.wikidata.org/entity/Q212329
rc:AcadiaNationalPark,owl:equivalentClass,http://www.wikidata.org/entity/Q337396
rc:Acalyptratae,owl:equivalentClass,http://www.wikidata.org/entity/Q637961
rc:Acantharea,owl:equivalentClass,http://www.wikidata.org/entity/Q135584
rc:Acantharida,owl:equivalentClass,http://www.wikidata.org/entity/Q135584
rc:Acanthite,owl:equivalentClass,http://www.wikidata.org/entity/Q413498
rc:Acanthizidae,owl:equivalentClass,http://www.wikidata.org/entity/Q782355
rc:AcanthobrahmaeaEuropaea,owl:equivalentClass,http://www.wikidata.org/entity/Q201108
rc:Acanthocalycium,owl:equivalentClass,http://www.wikidata.org/entity/Q133858
rc:Acanthocercus,owl:equivalentClass,http://www.wikidata.org/entity/Q1755094
rc:Acanthocereus,owl:equivalentClass,http://www.wikidata.org/entity/Q133872
rc:AcanthocheilonemaViteae,owl:equivalentClass,http://www.wikidata.org/entity/Q4671900
rc:Acanthodactylus,owl:equivalentClass,http://www.wikidata.org/entity/Q481678
rc:Acanthomintha,owl:equivalentClass,http://www.wikidata.org/entity/Q3241912
rc:AcanthominthaDuttonii,owl:equivalentClass,http://www.wikidata.org/entity/Q4671981
rc:Acanthopelminae,owl:equivalentClass,http://www.wikidata.org/entity/Q481681
rc:Acanthophoenix,owl:equivalentClass,http://www.wikidata.org/entity/Q968747
rc:Acanthopteroctetidae,owl:equivalentClass,http://www.wikidata.org/entity/Q133135
rc:Acanthostachys,owl:equivalentClass,http://www.wikidata.org/entity/Q138431
rc:Acariformes,owl:equivalentClass,http://www.wikidata.org/entity/Q1341457
rc:Acarina,owl:equivalentClass,http://www.wikidata.org/entity/Q19137
rc:Acartophthalmidae,owl:equivalentClass,http://www.wikidata.org/entity/Q5324446
rc:Accelerating,owl:equivalentClass,http://www.wikidata.org/entity/Q338713
rc:Acceleration,owl:equivalentClass,http://www.wikidata.org/entity/Q11376
rc:AccelerationClause,owl:equivalentClass,http://www.wikidata.org/entity/Q16824652
rc:AcceleratorMassSpectrometry,owl:equivalentClass,http://www.wikidata.org/entity/Q530255
rc:Accelerometer,owl:equivalentClass,http://www.wikidata.org/entity/Q192940
rc:Accepted,owl:equivalentClass,http://www.wikidata.org/entity/Q1519049
rc:Accessibility,owl:equivalentClass,http://www.wikidata.org/entity/Q555097
rc:AccessibleInformation,owl:equivalentClass,http://www.wikidata.org/entity/Q8219501
rc:AccessoryFruit,owl:equivalentClass,http://www.wikidata.org/entity/Q147545
rc:AccessoryHemiAzygosVein,owl:equivalentClass,http://www.wikidata.org/entity/Q4672537
rc:AccessoryMuscle,owl:equivalentClass,http://www.wikidata.org/entity/Q16978798
rc:AccessoryNerve,owl:equivalentClass,http://www.wikidata.org/entity/Q271987
rc:Accident,owl:equivalentClass,http://www.wikidata.org/entity/Q171558
rc:AccidentInvolvingDouglasC47Skytrain,owl:equivalentClass,http://www.wikidata.org/entity/Q8219804
rc:AccidentInvolvingEurostar,owl:equivalentClass,http://www.wikidata.org/entity/Q24999648
rc:AccidentInvolvingMilitaryAircraft,owl:equivalentClass,http://www.wikidata.org/entity/Q8219745
rc:AccidentInvolvingRoyalAirForceAircraft,owl:equivalentClass,http://www.wikidata.org/entity/Q8219740
rc:AccidentInvolvingTheAirbusA320,owl:equivalentClass,http://www.wikidata.org/entity/Q8893820
rc:AccidentInvolvingTheAirbusA321,owl:equivalentClass,http://www.wikidata.org/entity/Q8219750
rc:AccidentInvolvingTheAirbusA380,owl:equivalentClass,http://www.wikidata.org/entity/Q8219756
rc:AccidentInvolvingTheBoeing727,owl:equivalentClass,http://www.wikidata.org/entity/Q7583969
rc:AccidentInvolvingTheBoeing747,owl:equivalentClass,http://www.wikidata.org/entity/Q6995730
rc:AccidentInvolvingTheBoeing757,owl:equivalentClass,http://www.wikidata.org/entity/Q6177224
rc:AccidentInvolvingTheBoeing767,owl:equivalentClass,http://www.wikidata.org/entity/Q7583970
rc:AccidentInvolvingTheBoeing777,owl:equivalentClass,http://www.wikidata.org/entity/Q8219787
rc:AccidentInvolvingTheBoeing787,owl:equivalentClass,http://www.wikidata.org/entity/Q9523147
rc:AccidentInvolvingTheDouglasDC3,owl:equivalentClass,http://www.wikidata.org/entity/Q8219808
rc:Accipiter,owl:equivalentClass,http://www.wikidata.org/entity/Q188737
rc:Accipitridae,owl:equivalentClass,http://www.wikidata.org/entity/Q25510
rc:Accipitriformes,owl:equivalentClass,http://www.wikidata.org/entity/Q21736
rc:Accipitrinae,owl:equivalentClass,http://www.wikidata.org/entity/Q940115
rc:Accommodating_HelpingAnAgent,owl:equivalentClass,http://www.wikidata.org/entity/Q4811856
rc:Accordion,owl:equivalentClass,http://www.wikidata.org/entity/Q79838
rc:Accordionist,owl:equivalentClass,http://www.wikidata.org/entity/Q1863064
rc:AccountInactive,owl:equivalentClass,http://www.wikidata.org/entity/Q11381163
rc:AccountManager,owl:equivalentClass,http://www.wikidata.org/entity/Q339475
rc:Accountant,owl:equivalentClass,http://www.wikidata.org/entity/Q326653
rc:Accounting,owl:equivalentClass,http://www.wikidata.org/entity/Q4116214
rc:AccountingClerk,owl:equivalentClass,http://www.wikidata.org/entity/Q56224063
rc:AccountingFirm,owl:equivalentClass,http://www.wikidata.org/entity/Q8219927
rc:AccountingProgram,owl:equivalentClass,http://www.wikidata.org/entity/Q974828
rc:AccountingScandal,owl:equivalentClass,http://www.wikidata.org/entity/Q4215744
rc:AccountingService,owl:equivalentClass,http://www.wikidata.org/entity/Q4116214
rc:AccountingSoftwareForLinux,owl:equivalentClass,http://www.wikidata.org/entity/Q16777750
rc:Accreditation,owl:equivalentClass,http://www.wikidata.org/entity/Q705899
rc:AccreditationEvent,owl:equivalentClass,http://www.wikidata.org/entity/Q419911
rc:AccruingInterest,owl:equivalentClass,http://www.wikidata.org/entity/Q1751305
rc:Accumulation_Profits,owl:equivalentClass,http://www.wikidata.org/entity/Q420062
