frag_new,frag_old,qid,p,version_status,old_qid,id_type
ConferenceProceedingsSeries,ConferenceProceedingsSeries,Q27785883,owl:equivalentClass,UNCHANGED,,rc
ConferenceRoom,ConferenceRoom,Q1207465,owl:equivalentClass,UNCHANGED,,rc
ConferenceUSA,ConferenceUSA,Q1125149,owl:equivalentClass,UNCHANGED,,rc
Confession,Confession,Q847337,owl:equivalentClass,UNCHANGED,,rc
Confidence,Confidence,Q4116378,owl:equivalentClass,UNCHANGED,,rc
Confidentiality,Confidentiality,Q443955,owl:equivalentClass,UNCHANGED,,rc
Configuration,Configuration,Q292434,owl:equivalentClass,UNCHANGED,,rc
ConfigurationFile,ConfigurationFile,Q1571814,owl:equivalentClass,UNCHANGED,,rc
ConfiguringEvent,ConfiguringEvent,Q5160117,owl:equivalentClass,UNCHANGED,,rc
ConfirmingTruthEvent,ConfirmingTruthEvent,Q188613,owl:equivalentClass,UNCHANGED,,rc
ConflictOfInterest,ConflictOfInterest,Q211067,owl:equivalentClass,UNCHANGED,,rc
ConfluenceOfSinuses,ConfluenceOfSinuses,Q4845565,owl:equivalentClass,UNCHANGED,,rc
ConformalFieldTheory,ConformalFieldTheory,Q1191271,owl:equivalentClass,UNCHANGED,,rc
ConformalGeometry,ConformalGeometry,Q513175,owl:equivalentClass,UNCHANGED,,rc
ConformalProjection,ConformalProjection,Q1522071,owl:equivalentClass,UNCHANGED,,rc
ConformingToAcceptedStandards,ConformingToAcceptedStandards,Q221284,owl:equivalentClass,UNCHANGED,,rc
Confucianism,Confucianism,Q9581,owl:equivalentClass,UNCHANGED,,rc
Confucianist,Confucianist,Q9397505,owl:equivalentClass,UNCHANGED,,rc
Conga,Conga,Q270200,owl:equivalentClass,UNCHANGED,,rc
CongenitalCondition,CongenitalCondition,Q2852249,owl:equivalentClass,UNCHANGED,,rc
CongenitalKidneyDisease,CongenitalKidneyDisease,Q736715,owl:equivalentClass,UNCHANGED,,rc
Congestion,Congestion,Q244156,owl:equivalentClass,UNCHANGED,,rc
CongestionPricing,CongestionPricing,Q13743387,owl:equivalentClass,UNCHANGED,,rc
CongoGerbil,CongoGerbil,Q1761658,owl:equivalentClass,UNCHANGED,,rc
CongoPerson,CongoPerson,Q5160535,owl:equivalentClass,UNCHANGED,,rc
CongoRiver,CongoRiver,Q3503,owl:equivalentClass,UNCHANGED,,rc
Congregant,Congregant,Q950371,owl:equivalentClass,UNCHANGED,,rc
Congregation,Congregation,Q1365916,owl:equivalentClass,UNCHANGED,,rc
CongressionalDistrict,CongressionalDistrict,Q505410,owl:equivalentClass,UNCHANGED,,rc
CongressionalResearchService,CongressionalResearchService,Q972414,owl:equivalentClass,UNCHANGED,,rc
CongressionalResearchServiceReports,CongressionalResearchServiceReports,Q6451276,owl:equivalentClass,UNCHANGED,,rc
CongressOfGuanajuato,CongressOfGuanajuato,Q5160871,owl:equivalentClass,UNCHANGED,,rc
CongressOfTheCouncilOfEurope,CongressOfTheCouncilOfEurope,Q1251615,owl:equivalentClass,UNCHANGED,,rc
ConicalSurface,ConicalSurface,Q2518149,owl:equivalentClass,UNCHANGED,,rc
Conichalcite,Conichalcite,Q421037,owl:equivalentClass,UNCHANGED,,rc
ConicProjection,ConicProjection,Q2528130,owl:equivalentClass,UNCHANGED,,rc
ConiferForest,ConiferForest,Q1024867,owl:equivalentClass,UNCHANGED,,rc
Coniine,Coniine,Q421994,owl:equivalentClass,UNCHANGED,,rc
Conjecture,Conjecture,Q319141,owl:equivalentClass,UNCHANGED,,rc
ConjugatedProtein,ConjugatedProtein,Q2621150,owl:equivalentClass,UNCHANGED,,rc
Conjunctivitis,Conjunctivitis,Q167844,owl:equivalentClass,UNCHANGED,,rc
ConnecticutRiver,ConnecticutRiver,Q379648,owl:equivalentClass,UNCHANGED,,rc
ConnectingRod,ConnectingRod,Q221539,owl:equivalentClass,UNCHANGED,,rc
ConnectiveTissue,ConnectiveTissue,Q25615,owl:equivalentClass,UNCHANGED,,rc
ConnectiveTissueDisorder,ConnectiveTissueDisorder,Q1779300,owl:equivalentClass,UNCHANGED,,rc
Connellia,Connellia,Q143132,owl:equivalentClass,UNCHANGED,,rc
Connotation,Connotation,Q661062,owl:equivalentClass,UNCHANGED,,rc
ConocarpusErectus,ConocarpusErectus,Q260261,owl:equivalentClass,UNCHANGED,,rc
Conocephalum,Conocephalum,Q5162101,owl:equivalentClass,UNCHANGED,,rc
Conolophus,Conolophus,Q1059066,owl:equivalentClass,UNCHANGED,,rc
Conopidae,Conopidae,Q591730,owl:equivalentClass,UNCHANGED,,rc
ConorhynchosConirostris,ConorhynchosConirostris,Q140788,owl:equivalentClass,UNCHANGED,,rc
Conozoa,Conozoa,Q5162379,owl:equivalentClass,UNCHANGED,,rc
ConozoaHyalina,ConozoaHyalina,Q1617978,owl:equivalentClass,UNCHANGED,,rc
ConquerorNovelSeries,ConquerorNovelSeries,Q5162405,owl:equivalentClass,UNCHANGED,,rc
Cons,Cons,Q3687178,owl:equivalentClass,UNCHANGED,,rc
ConscientiousObjection,ConscientiousObjection,Q5576246,owl:equivalentClass,UNCHANGED,,rc
Consciousness,Consciousness,Q7087,owl:equivalentClass,UNCHANGED,,rc
Conscription,Conscription,Q580750,owl:equivalentClass,UNCHANGED,,rc
Consensus,Consensus,Q202722,owl:equivalentClass,UNCHANGED,,rc
ConsensusReality,ConsensusReality,Q4391516,owl:equivalentClass,UNCHANGED,,rc
Conservancy,Conservancy,Q1088777,owl:equivalentClass,UNCHANGED,,rc
ConservancyFairyShrimp,ConservancyFairyShrimp,Q4019963,owl:equivalentClass,UNCHANGED,,rc
Conservation,Conservation,Q628403,owl:equivalentClass,UNCHANGED,,rc
ConservationAndRestoration,ConservationAndRestoration,Q46993143,owl:equivalentClass,UNCHANGED,,rc
Conservatism,Conservatism,Q7169,owl:equivalentClass,UNCHANGED,,rc
ConservativeMennonite,ConservativeMennonite,Q2186735,owl:equivalentClass,UNCHANGED,,rc
ConservativePartyUKParliamentaryPrimary,ConservativePartyUKParliamentaryPrimary,Q5163070,owl:equivalentClass,UNCHANGED,,rc
Conservatory,Conservatory,Q1791429,owl:equivalentClass,UNCHANGED,,rc
Consilience,Consilience,Q1068761,owl:equivalentClass,UNCHANGED,,rc
ConsistencyModel,ConsistencyModel,Q2492305,owl:equivalentClass,UNCHANGED,,rc
Consolea,Consolea,Q150122,owl:equivalentClass,UNCHANGED,,rc
ConsoleApplication,ConsoleApplication,Q1461523,owl:equivalentClass,UNCHANGED,,rc
Consolidation,Consolidation,Q3050847,owl:equivalentClass,UNCHANGED,,rc
Consoling,Consoling,Q1990010,owl:equivalentClass,UNCHANGED,,rc
ConsonanceAndDissonance,ConsonanceAndDissonance,Q3029382,owl:equivalentClass,UNCHANGED,,rc
Consonant,Consonant,Q38035,owl:equivalentClass,UNCHANGED,,rc
Consortium,Consortium,Q194166,owl:equivalentClass,UNCHANGED,,rc
Conspiracy,Conspiracy,Q930164,owl:equivalentClass,UNCHANGED,,rc
ConspiringToDoSomething,ConspiringToDoSomething,Q3627314,owl:equivalentClass,UNCHANGED,,rc
Constellation,Constellation,Q8928,owl:equivalentClass,UNCHANGED,,rc
Constipation,Constipation,Q178436,owl:equivalentClass,UNCHANGED,,rc
Constituency,Constituency,Q192611,owl:equivalentClass,UNCHANGED,,rc
Constitution,Constitution,Q19917774,owl:equivalentClass,UNCHANGED,,rc
ConstitutionalCrisis,ConstitutionalCrisis,Q380552,owl:equivalentClass,UNCHANGED,,rc
ConstitutionalMonarchy,ConstitutionalMonarchy,Q41614,owl:equivalentClass,UNCHANGED,,rc
ConstitutionalRepublic,ConstitutionalRepublic,Q1520223,owl:equivalentClass,UNCHANGED,,rc
Constrictor,Constrictor,Q14372059,owl:equivalentClass,UNCHANGED,,rc
ConstructedHumanLanguage,ConstructedHumanLanguage,Q33215,owl:equivalentClass,UNCHANGED,,rc
ConstructionArtifact,ConstructionArtifact,Q811430,owl:equivalentClass,UNCHANGED,,rc
ConstructionLoan,ConstructionLoan,Q5164466,owl:equivalentClass,UNCHANGED,,rc
ConstructionPaper,ConstructionPaper,Q2442243,owl:equivalentClass,UNCHANGED,,rc
ConstructionPlan,ConstructionPlan,Q5266783,owl:equivalentClass,UNCHANGED,,rc
ConstructionSafety,ConstructionSafety,Q5164479,owl:equivalentClass,UNCHANGED,,rc
ConstructionSet,ConstructionSet,Q2617664,owl:equivalentClass,UNCHANGED,,rc
ConstructionSite,ConstructionSite,Q360418,owl:equivalentClass,UNCHANGED,,rc
ConstructionSoftware,ConstructionSoftware,Q5164452,owl:equivalentClass,UNCHANGED,,rc
ConstructionWorker,ConstructionWorker,Q811122,owl:equivalentClass,UNCHANGED,,rc
ConstructivismMathematics,ConstructivismMathematics,Q1137814,owl:equivalentClass,UNCHANGED,,rc
ConstructivistArchitecture,ConstructivistArchitecture,Q841977,owl:equivalentClass,UNCHANGED,,rc
Consul,Consul,Q4489757,owl:equivalentClass,UNCHANGED,,rc
ConsularService,ConsularService,Q5164541,owl:equivalentClass,UNCHANGED,,rc
Consultant,Consultant,Q15978655,owl:equivalentClass,UNCHANGED,,rc
ConsultingFirm,ConsultingFirm,Q2089936,owl:equivalentClass,UNCHANGED,,rc
ConsumableProduct,ConsumableProduct,Q1681365,owl:equivalentClass,UNCHANGED,,rc
ConsumerActivism,ConsumerActivism,Q664183,owl:equivalentClass,UNCHANGED,,rc
ConsumerElectronic,ConsumerElectronic,Q581105,owl:equivalentClass,UNCHANGED,,rc
ConsumerElectronicDevice,ConsumerElectronicDevice,Q2858615,owl:equivalentClass,UNCHANGED,,rc
ConsumerGood,ConsumerGood,Q868404,owl:equivalentClass,UNCHANGED,,rc
ConsumerProtectionInTheUnitedKingdom,ConsumerProtectionInTheUnitedKingdom,Q5164714,owl:equivalentClass,UNCHANGED,,rc
ConsumerReport,ConsumerReport,Q1957782,owl:equivalentClass,UNCHANGED,,rc
ConsumerTheory,ConsumerTheory,Q833495,owl:equivalentClass,UNCHANGED,,rc
ConsumingFoodOrDrink,ConsumingFoodOrDrink,Q5164616,owl:equivalentClass,UNCHANGED,,rc
ContactAdhesive,ContactAdhesive,Q2276751,owl:equivalentClass,UNCHANGED,,rc
ContactDermatitis,ContactDermatitis,Q783903,owl:equivalentClass,UNCHANGED,,rc
ContactLens,ContactLens,Q23797,owl:equivalentClass,UNCHANGED,,rc
ContactPage,ContactPage,Q5164842,owl:equivalentClass,UNCHANGED,,rc
ContactPoint,ContactPoint,Q5164778,owl:equivalentClass,UNCHANGED,,rc
Container,Container,Q987767,owl:equivalentClass,UNCHANGED,,rc
ContainerDepositLegislation,ContainerDepositLegislation,Q1309660,owl:equivalentClass,UNCHANGED,,rc
ContainerLid,ContainerLid,Q2488579,owl:equivalentClass,UNCHANGED,,rc
ContainerShip,ContainerShip,Q17210,owl:equivalentClass,UNCHANGED,,rc
ContemporaryArt,ContemporaryArt,Q186030,owl:equivalentClass,UNCHANGED,,rc
ContemporaryClassicalMusic,ContemporaryClassicalMusic,Q612024,owl:equivalentClass,UNCHANGED,,rc
ContemporaryWorshipMusic,ContemporaryWorshipMusic,Q1339121,owl:equivalentClass,UNCHANGED,,rc
Contempt,Contempt,Q5338825,owl:equivalentClass,UNCHANGED,,rc
Content,Content,Q1128596,owl:equivalentClass,UNCHANGED,,rc
ContentAuthoringEditingSoftware,ContentAuthoringEditingSoftware,Q55637909,owl:equivalentClass,UNCHANGED,,rc
ContentManagementSoftware,ContentManagementSoftware,Q131093,owl:equivalentClass,UNCHANGED,,rc
Contentment,Contentment,Q352126,owl:equivalentClass,UNCHANGED,,rc
ContentsInsurance,ContentsInsurance,Q174897,owl:equivalentClass,UNCHANGED,,rc
ContentSwitch,ContentSwitch,Q264071,owl:equivalentClass,UNCHANGED,,rc
Contest,Contest,Q1128697,owl:equivalentClass,UNCHANGED,,rc
ContextFreeGrammar,ContextFreeGrammar,Q338047,owl:equivalentClass,UNCHANGED,,rc
ContextSensitiveGrammar,ContextSensitiveGrammar,Q908674,owl:equivalentClass,UNCHANGED,,rc
ContiguousUnitedStates,ContiguousUnitedStates,Q578170,owl:equivalentClass,UNCHANGED,,rc
Continent,Continent,Q5107,owl:equivalentClass,UNCHANGED,,rc
ContinentalCelticLanguage,ContinentalCelticLanguage,Q215566,owl:equivalentClass,UNCHANGED,,rc
ContinentalCongress,ContinentalCongress,Q26718,owl:equivalentClass,UNCHANGED,,rc
ContinentalFragment,ContinentalFragment,Q2094611,owl:equivalentClass,UNCHANGED,,rc
ContinentOfAfrica,ContinentOfAfrica,Q15,owl:equivalentClass,UNCHANGED,,rc
ContinentOfAntarctica,ContinentOfAntarctica,Q51,owl:equivalentClass,UNCHANGED,,rc
ContinentOfAsia,ContinentOfAsia,Q48,owl:equivalentClass,UNCHANGED,,rc
ContinentOfEurasia,ContinentOfEurasia,Q5401,owl:equivalentClass,UNCHANGED,,rc
ContinentOfEurope,ContinentOfEurope,Q46,owl:equivalentClass,UNCHANGED,,rc
ContinentOfNorthAmerica,ContinentOfNorthAmerica,Q49,owl:equivalentClass,UNCHANGED,,rc
Continuation,Continuation,Q1128903,owl:equivalentClass,UNCHANGED,,rc
ContinuedFraction,ContinuedFraction,Q206816,owl:equivalentClass,UNCHANGED,,rc
ContinuingAnglicanism,ContinuingAnglicanism,Q2944747,owl:equivalentClass,UNCHANGED,,rc
ContinuingEducationCOS,ContinuingEducationCOS,Q828748,owl:equivalentClass,UNCHANGED,,rc
ContinuityFiction,ContinuityFiction,Q2141130,owl:equivalentClass,UNCHANGED,,rc
Continuously,Continuously,Q382618,owl:equivalentClass,UNCHANGED,,rc
Contortionist,Contortionist,Q19828939,owl:equivalentClass,UNCHANGED,,rc
ContourFort,ContourFort,Q28045079,owl:equivalentClass,UNCHANGED,,rc
ContourLine,ContourLine,Q6653802,owl:equivalentClass,UNCHANGED,,rc
Contraband,Contraband,Q1758553,owl:equivalentClass,UNCHANGED,,rc
Contrabassoon,Contrabassoon,Q83513,owl:equivalentClass,UNCHANGED,,rc
Contract,Contract,Q93288,owl:equivalentClass,UNCHANGED,,rc
ContractForDeed,ContractForDeed,Q17149754,owl:equivalentClass,UNCHANGED,,rc
ContractForDifferences,ContractForDifferences,Q547416,owl:equivalentClass,UNCHANGED,,rc
ContractMurder,ContractMurder,Q17197559,owl:equivalentClass,UNCHANGED,,rc
Contrail,Contrail,Q207546,owl:equivalentClass,UNCHANGED,,rc
Contrast,Contrast,Q658178,owl:equivalentClass,UNCHANGED,,rc
Contributor,Contributor,Q20204892,owl:equivalentClass,UNCHANGED,,rc
ControlCharacterFreeString,ControlCharacterFreeString,Q617945,owl:equivalentClass,UNCHANGED,,rc
ControlEngineering,ControlEngineering,Q4917288,owl:equivalentClass,UNCHANGED,,rc
ControlKnob,ControlKnob,Q4151234,owl:equivalentClass,UNCHANGED,,rc
ControlledVocabulary,ControlledVocabulary,Q1469824,owl:equivalentClass,UNCHANGED,,rc
ControllingACrowdOfPeople,ControllingACrowdOfPeople,Q1872073,owl:equivalentClass,UNCHANGED,,rc
ControlPanel,ControlPanel,Q239001,owl:equivalentClass,UNCHANGED,,rc
ControlPoint,ControlPoint,Q5165880,owl:equivalentClass,UNCHANGED,,rc
ControlRoom,ControlRoom,Q390516,owl:equivalentClass,UNCHANGED,,rc
ControlSoundModule,ControlSoundModule,Q715223,owl:equivalentClass,UNCHANGED,,rc
ControlTower,ControlTower,Q918324,owl:equivalentClass,UNCHANGED,,rc
ControversialAction,ControversialAction,Q1255828,owl:equivalentClass,UNCHANGED,,rc
ControversiesSurroundingGrandTheftAutoIV,ControversiesSurroundingGrandTheftAutoIV,Q5165996,owl:equivalentClass,UNCHANGED,,rc
ControversiesWithinLibertarianism,ControversiesWithinLibertarianism,Q5247868,owl:equivalentClass,UNCHANGED,,rc
Contumyces,Contumyces,Q5166037,owl:equivalentClass,UNCHANGED,,rc
ConvairF2YSeaDart,ConvairF2YSeaDart,Q1129307,owl:equivalentClass,UNCHANGED,,rc
Convenience,Convenience,Q5166129,owl:equivalentClass,UNCHANGED,,rc
ConvenienceStore,ConvenienceStore,Q7361709,owl:equivalentClass,UNCHANGED,,rc
ConventionalClassificationType,ConventionalClassificationType,Q24249534,owl:equivalentClass,UNCHANGED,,rc
ConventionalMarket,ConventionalMarket,Q37654,owl:equivalentClass,UNCHANGED,,rc
ConventionalWeapon,ConventionalWeapon,Q2717447,owl:equivalentClass,UNCHANGED,,rc
ConventionCenter,ConventionCenter,Q1378975,owl:equivalentClass,UNCHANGED,,rc
ConventionOnBiologicalDiversity,ConventionOnBiologicalDiversity,Q152805,owl:equivalentClass,UNCHANGED,,rc
ConventionOnLongRangeTransboundaryAirPollution,ConventionOnLongRangeTransboundaryAirPollution,Q331611,owl:equivalentClass,UNCHANGED,,rc
ConventionOnTradeInEndangeredSpecies,ConventionOnTradeInEndangeredSpecies,Q191836,owl:equivalentClass,UNCHANGED,,rc
ConvergenceMovement,ConvergenceMovement,Q5166375,owl:equivalentClass,UNCHANGED,,rc
ConvergentEvolution,ConvergentEvolution,Q200312,owl:equivalentClass,UNCHANGED,,rc
Conversation,Conversation,Q52943,owl:equivalentClass,UNCHANGED,,rc
ConversionToChristianity,ConversionToChristianity,Q814999,owl:equivalentClass,UNCHANGED,,rc
ConversionToJudaism,ConversionToJudaism,Q2086136,owl:equivalentClass,UNCHANGED,,rc
ConvertibleBond,ConvertibleBond,Q1056625,owl:equivalentClass,UNCHANGED,,rc
ConvertibleCar,ConvertibleCar,Q55989,owl:equivalentClass,UNCHANGED,,rc
ConvertibleStock,ConvertibleStock,Q2920382,owl:equivalentClass,UNCHANGED,,rc
ConvexGeometry,ConvexGeometry,Q1783542,owl:equivalentClass,UNCHANGED,,rc
ConvexSpaceRegion,ConvexSpaceRegion,Q193657,owl:equivalentClass,UNCHANGED,,rc
ConveyancingOfTitle,ConveyancingOfTitle,Q759815,owl:equivalentClass,UNCHANGED,,rc
ConveyingMaterials,ConveyingMaterials,Q4174178,owl:equivalentClass,UNCHANGED,,rc
ConveyorBelt,ConveyorBelt,Q770135,owl:equivalentClass,UNCHANGED,,rc
Convolvulaceae,Convolvulaceae,Q145777,owl:equivalentClass,UNCHANGED,,rc
Convoy,Convoy,Q370330,owl:equivalentClass,UNCHANGED,,rc
CookBook,CookBook,Q605076,owl:equivalentClass,UNCHANGED,,rc
Cooked,Cooked,Q54703547,owl:equivalentClass,UNCHANGED,,rc
CookesKokio,CookesKokio,Q548793,owl:equivalentClass,UNCHANGED,,rc
Cookie,Cookie,Q13266,owl:equivalentClass,UNCHANGED,,rc
CookieCutter,CookieCutter,Q2916202,owl:equivalentClass,UNCHANGED,,rc
CookieJar,CookieJar,Q17051441,owl:equivalentClass,UNCHANGED,,rc
CookingApple,CookingApple,Q3395987,owl:equivalentClass,UNCHANGED,,rc
CookingFat,CookingFat,Q912613,owl:equivalentClass,UNCHANGED,,rc
CookingFood,CookingFood,Q38695,owl:equivalentClass,UNCHANGED,,rc
CookingOil,CookingOil,Q427457,owl:equivalentClass,UNCHANGED,,rc
CookingRange,CookingRange,Q203789,owl:equivalentClass,UNCHANGED,,rc
CookingSchool,CookingSchool,Q5167149,owl:equivalentClass,UNCHANGED,,rc
CookingUtensil,CookingUtensil,Q8892,owl:equivalentClass,UNCHANGED,,rc
CookingVessel,CookingVessel,Q154038,owl:equivalentClass,UNCHANGED,,rc
CookingWeightsAndMeasure,CookingWeightsAndMeasure,Q1763696,owl:equivalentClass,UNCHANGED,,rc
CookIslands,CookIslands,Q26988,owl:equivalentClass,UNCHANGED,,rc
CoolieHat,CoolieHat,Q526863,owl:equivalentClass,UNCHANGED,,rc
CoolingAir,CoolingAir,Q2071759,owl:equivalentClass,UNCHANGED,,rc
CoolingProcess,CoolingProcess,Q1896787,owl:equivalentClass,UNCHANGED,,rc
CoolingTower,CoolingTower,Q193886,owl:equivalentClass,UNCHANGED,,rc
CooperationEvent,CooperationEvent,Q380962,owl:equivalentClass,UNCHANGED,,rc
CooperativeOrganization,CooperativeOrganization,Q4539,owl:equivalentClass,UNCHANGED,,rc
CooperativeThreatReduction,CooperativeThreatReduction,Q647988,owl:equivalentClass,UNCHANGED,,rc
CoopersHawk,CoopersHawk,Q862896,owl:equivalentClass,UNCHANGED,,rc
CoordinatedUniversalTime,CoordinatedUniversalTime,Q1536,owl:equivalentClass,UNCHANGED,,rc
CoordinateSystem,CoordinateSystem,Q11210,owl:equivalentClass,UNCHANGED,,rc
CoordinatingConjunction,CoordinatingConjunction,Q28833099,owl:equivalentClass,UNCHANGED,,rc
CoosaMoccasinshell,CoosaMoccasinshell,Q3015992,owl:equivalentClass,UNCHANGED,,rc
CoosanLanguage,CoosanLanguage,Q940278,owl:equivalentClass,UNCHANGED,,rc
Coot,Coot,Q637533,owl:equivalentClass,UNCHANGED,,rc
CopaiferaEpunctata,CopaiferaEpunctata,Q5168280,owl:equivalentClass,UNCHANGED,,rc
CopaiferaPanamensis,CopaiferaPanamensis,Q5168281,owl:equivalentClass,UNCHANGED,,rc
CopaiferaSalikounda,CopaiferaSalikounda,Q5168282,owl:equivalentClass,UNCHANGED,,rc
Cope,Cope,Q849829,owl:equivalentClass,UNCHANGED,,rc
Copelatus,Copelatus,Q1380424,owl:equivalentClass,UNCHANGED,,rc
Copernicium,Copernicium,Q1278,owl:equivalentClass,UNCHANGED,,rc
CopernicusProgram,CopernicusProgram,Q1531636,owl:equivalentClass,UNCHANGED,,rc
Copiapoa,Copiapoa,Q133866,owl:equivalentClass,UNCHANGED,,rc
Copolyester,Copolyester,Q17104023,owl:equivalentClass,UNCHANGED,,rc
Copper,Copper,Q753,owl:equivalentClass,UNCHANGED,,rc
CopperCompound,CopperCompound,Q12554725,owl:equivalentClass,UNCHANGED,,rc
Copperhead,Copperhead,Q1248772,owl:equivalentClass,UNCHANGED,,rc
CopperHydroxide,CopperHydroxide,Q186357,owl:equivalentClass,UNCHANGED,,rc
CopperIIAcetate,CopperIIAcetate,Q421854,owl:equivalentClass,UNCHANGED,,rc
CopperIIOxide,CopperIIOxide,Q421787,owl:equivalentClass,UNCHANGED,,rc
CopperIOxide,CopperIOxide,Q407709,owl:equivalentClass,UNCHANGED,,rc
CopperOre,CopperOre,Q6613675,owl:equivalentClass,UNCHANGED,,rc
CopperPerchlorate,CopperPerchlorate,Q15628157,owl:equivalentClass,UNCHANGED,,rc
CopperRiver,CopperRiver,Q1131444,owl:equivalentClass,UNCHANGED,,rc
Coppersmith,Coppersmith,Q1551626,owl:equivalentClass,UNCHANGED,,rc
CopperSulfate,CopperSulfate,Q107184,owl:equivalentClass,UNCHANGED,,rc
CopperWire,CopperWire,Q2811078,owl:equivalentClass,UNCHANGED,,rc
CoPrincipality,CoPrincipality,Q13436425,owl:equivalentClass,UNCHANGED,,rc
Coprocessor,Coprocessor,Q859595,owl:equivalentClass,UNCHANGED,,rc
Copromorphidae,Copromorphidae,Q1791484,owl:equivalentClass,UNCHANGED,,rc
Copromorphoidea,Copromorphoidea,Q902490,owl:equivalentClass,UNCHANGED,,rc
Coprophagia,Coprophagia,Q320011,owl:equivalentClass,UNCHANGED,,rc
Coprophilia,Coprophilia,Q464215,owl:equivalentClass,UNCHANGED,,rc
CopticChristianity,CopticChristianity,Q198998,owl:equivalentClass,UNCHANGED,,rc
CopticLanguage,CopticLanguage,Q36155,owl:equivalentClass,UNCHANGED,,rc
CopticPope,CopticPope,Q58451,owl:equivalentClass,UNCHANGED,,rc
CopticWriting,CopticWriting,Q321083,owl:equivalentClass,UNCHANGED,,rc
Coptisine,Coptisine,Q5169053,owl:equivalentClass,UNCHANGED,,rc
Coptoclavidae,Coptoclavidae,Q1382345,owl:equivalentClass,UNCHANGED,,rc
CopyEditing,CopyEditing,Q1224389,owl:equivalentClass,UNCHANGED,,rc
Copyist,Copyist,Q3997704,owl:equivalentClass,UNCHANGED,,rc
CopyProtectedProgram,CopyProtectedProgram,Q15738686,owl:equivalentClass,UNCHANGED,,rc
CopyrightLicense,CopyrightLicense,Q77205602,owl:equivalentClass,UNCHANGED,,rc
Copywriting,Copywriting,Q624896,owl:equivalentClass,UNCHANGED,,rc
CoracoBrachialis,CoracoBrachialis,Q730359,owl:equivalentClass,UNCHANGED,,rc
CoralPolyp,CoralPolyp,Q689884,owl:equivalentClass,UNCHANGED,,rc
CoralReef,CoralReef,Q11292,owl:equivalentClass,UNCHANGED,,rc
CoralSea,CoralSea,Q82931,owl:equivalentClass,UNCHANGED,,rc
CoralSeaIslands,CoralSeaIslands,Q172216,owl:equivalentClass,UNCHANGED,,rc
CoralSnake,CoralSnake,Q651244,owl:equivalentClass,UNCHANGED,,rc
Coramsine,Coramsine,Q5169636,owl:equivalentClass,UNCHANGED,,rc
Corbel,Corbel,Q12537,owl:equivalentClass,UNCHANGED,,rc
